#;Company;Symbol;Weight;Price;Chg;% Chg;Date
37;Merck & Co., Inc.;MRK;0.45%;78.87;-0.11;(-0.13%);2025-04-23
38;Pepsico, Inc.;PEP;0.44%;141.28;-2.18;(-1.52%);2025-04-23
39;At&t Inc.;T;0.43%;27.01;0.04;(0.17%);2025-04-23
40;Palantir Technologies Inc. Class A;PLTR;0.43%;102.22;8.23;(8.75%);2025-04-23
41;Verizon Communications;VZ;0.41%;42.41;-0.78;(-1.82%);2025-04-23
42;Accenture Plc;ACN;0.40%;289.24;5.28;(1.86%);2025-04-23
43;Intuitive Surgical Inc.;ISRG;0.38%;490.85;12.11;(2.53%);2025-04-23
44;Thermo Fisher Scientific, Inc.;TMO;0.37%;434.48;-0.25;(-0.06%);2025-04-23
45;Intuit Inc;INTU;0.36%;599.34;15.78;(2.70%);2025-04-23
46;Goldman Sachs Group Inc.;GS;0.36%;531.35;11.36;(2.19%);2025-04-23
47;Servicenow, Inc.;NOW;0.35%;816.41;49.58;(6.47%);2025-04-23
48;The Walt Disney Company;DIS;0.35%;87.64;1.55;(1.80%);2025-04-23
49;Uber Technologies, Inc.;UBER;0.35%;74.29;-0.15;(-0.20%);2025-04-23
50;Progressive Corporation;PGR;0.35%;264.67;-0.41;(-0.16%);2025-04-23
51;Qualcomm Inc;QCOM;0.34%;141.95;3.21;(2.31%);2025-04-23
52;Adobe Inc.;ADBE;0.34%;354.01;4.10;(1.17%);2025-04-23
53;Booking Holdings Inc.;BKNG;0.34%;4,755.56;157.48;(3.42%);2025-04-23
54;Rtx Corporation;RTX;0.34%;120.10;6.35;(5.59%);2025-04-23
55;Amgen Inc;AMGN;0.33%;277.47;-0.93;(-0.33%);2025-04-23
56;S&p Global Inc.;SPGI;0.33%;469.68;3.26;(0.70%);2025-04-23
57;Tjx Companies, Inc.;TJX;0.32%;125.43;-0.28;(-0.23%);2025-04-23
58;American Express Company;AXP;0.31%;262.22;9.80;(3.88%);2025-04-23
59;Boston Scientific Corp.;BSX;0.31%;99.01;3.96;(4.17%);2025-04-23
60;Advanced Micro Devices;AMD;0.31%;91.97;5.71;(6.62%);2025-04-23
61;Caterpillar Inc.;CAT;0.31%;298.76;7.59;(2.61%);2025-04-23
62;Nextra Energy, Inc.;NEE;0.31%;67.74;1.10;(1.66%);2025-04-23
63;Morgan Stanley;MS;0.30%;112.65;2.27;(2.05%);2025-04-23
64;Texas Instruments Incorporated;TXN;0.30%;154.02;7.26;(4.95%);2025-04-23
65;Gilead Sciences Inc;GILD;0.29%;105.85;0.34;(0.33%);2025-04-23
66;Union Pacific Corp.;UNP;0.29%;219.98;3.08;(1.42%);2025-04-23
67;The Charles Schwab Corporation;SCHW;0.29%;78.00;1.42;(1.85%);2025-04-23
68;Blackrock, Inc.;BLK;0.29%;895.54;8.32;(0.94%);2025-04-23
69;Comcast Corp;CMCSA;0.29%;34.64;0.44;(1.28%);2025-04-23
70;Honeywell International, Inc.;HON;0.29%;198.23;-0.14;(-0.07%);2025-04-23
71;Pfizer Inc.;PFE;0.28%;22.41;-0.12;(-0.55%);2025-04-23
72;Vertex Pharmaceuticals Inc;VRTX;0.28%;490.31;-0.16;(-0.03%);2025-04-23
73;T-Mobile Us, Inc.;TMUS;0.28%;258.98;0.68;(0.26%);2025-04-23
74;Lowe's Companies Inc.;LOW;0.27%;218.41;-0.66;(-0.30%);2025-04-23
75;Danaher Corporation;DHR;0.27%;198.30;6.23;(3.24%);2025-04-23
76;Boeing Company;BA;0.27%;173.13;10.61;(6.53%);2025-04-23
77;Fiserv, Inc.;FI;0.27%;217.52;3.22;(1.50%);2025-04-23
78;Citigroup Inc.;C;0.27%;66.57;2.02;(3.13%);2025-04-23
79;Stryker Corporation;SYK;0.27%;357.51;9.39;(2.70%);2025-04-23
80;Automatic Data Processing;ADP;0.27%;293.54;0.65;(0.22%);2025-04-23
81;Deere & Company;DE;0.26%;459.95;5.29;(1.16%);2025-04-23
82;Conocophillips;COP;0.26%;90.18;0.42;(0.47%);2025-04-23
83;Applied Materials Inc;AMAT;0.25%;144.89;6.59;(4.77%);2025-04-23
84;Palo Alto Networks, Inc.;PANW;0.24%;169.20;5.57;(3.41%);2025-04-23
85;Chubb Limited;CB;0.24%;283.23;-7.19;(-2.47%);2025-04-23
86;Marsh & Mclennan Companies, Inc.;MMC;0.24%;218.52;-1.03;(-0.47%);2025-04-23
87;Medtronic Plc;MDT;0.24%;83.68;0.31;(0.38%);2025-04-23
88;Eaton Corporation, Plcs;ETN;0.24%;278.56;11.65;(4.36%);2025-04-23
89;American Tower Corporation;AMT;0.23%;209.95;-11.02;(-4.99%);2025-04-23
90;Bristol-Myers Squibb Co.;BMY;0.23%;48.22;-1.60;(-3.21%);2025-04-23
91;The Southern Company;SO;0.22%;90.48;-1.39;(-1.51%);2025-04-23
92;Altria Group, Inc.;MO;0.22%;58.08;-0.74;(-1.26%);2025-04-23
93;Lockheed Martin Corp.;LMT;0.22%;460.30;-1.78;(-0.39%);2025-04-23
94;Elevance Health, Inc.;ELV;0.22%;426.33;10.43;(2.51%);2025-04-23
95;Cme Group Inc.;CME;0.21%;259.49;-6.07;(-2.29%);2025-04-23
96;Duke Energy Corporation;DUK;0.21%;120.44;-2.09;(-1.71%);2025-04-23
97;Starbucks Corp;SBUX;0.21%;83.39;1.64;(2.01%);2025-04-23
98;Prologis, Inc.;PLD;0.21%;101.53;1.58;(1.58%);2025-04-23
99;Intercontinental Exchange  Inc.;ICE;0.21%;160.66;-0.02;(-0.01%);2025-04-23
100;The Cigna Group;CI;0.21%;334.26;-2.81;(-0.83%);2025-04-23
101;Blackstone Inc.;BX;0.20%;127.98;3.07;(2.46%);2025-04-23
102;Crowdstrike Holdings, Inc. Class A;CRWD;0.20%;389.99;21.54;(5.85%);2025-04-23
103;Ge Vernova Inc.;GEV;0.20%;339.58;13.51;(4.14%);2025-04-23
104;Welltower Inc.;WELL;0.20%;146.67;-0.58;(-0.39%);2025-04-23
105;Analog Devices, Inc.;ADI;0.20%;185.44;6.94;(3.89%);2025-04-23
106;Mondelez International, Inc. Class A;MDLZ;0.20%;67.13;-1.16;(-1.70%);2025-04-23
107;Mckesson Corporation;MCK;0.19%;685.36;-9.81;(-1.41%);2025-04-23
108;Kla Corporation;KLAC;0.19%;662.06;25.70;(4.04%);2025-04-23
109;Intel Corp;INTC;0.19%;20.74;1.22;(6.28%);2025-04-23
110;Arthur J. Gallagher & Co.;AJG;0.19%;330.88;0.13;(0.04%);2025-04-23
111;Waste Management, Inc.;WM;0.19%;227.76;-2.20;(-0.96%);2025-04-23
112;Cvs Health Corporation;CVS;0.18%;65.03;-0.42;(-0.65%);2025-04-23
113;Lam Research Corp;LRCX;0.18%;67.30;3.82;(6.02%);2025-04-23
114;O'reilly Automotive, Inc.;ORLY;0.18%;1,376.98;-16.56;(-1.19%);2025-04-23
115;Aon Plc Class A;AON;0.18%;367.59;-0.93;(-0.25%);2025-04-23
116;Amphenol Corporation;APH;0.18%;72.59;6.84;(10.40%);2025-04-23
117;Micron Technology, Inc.;MU;0.17%;73.72;3.51;(5.00%);2025-04-23
118;Colgate-Palmolive Company;CL;0.17%;93.22;-2.59;(-2.70%);2025-04-23
119;Equinix, Inc. Reit;EQIX;0.17%;807.95;16.83;(2.13%);2025-04-23
120;The Sherwin-Williams Company;SHW;0.17%;331.99;0.03;(0.01%);2025-04-23
121;Trane Technologies Plc;TT;0.17%;339.89;7.27;(2.19%);2025-04-23
122;3m Company;MMM;0.17%;136.39;0.06;(0.05%);2025-04-23
123;Transdigm Group Incorporated;TDG;0.16%;1,353.44;45.53;(3.48%);2025-04-23
124;Parker-Hannifin Corporation;PH;0.16%;586.51;19.86;(3.51%);2025-04-23
125;Williams Companies Inc.;WMB;0.16%;58.33;0.13;(0.21%);2025-04-23
126;Arista Networks;ANET;0.16%;71.48;2.81;(4.09%);2025-04-23
127;United Parcel Service, Inc. Class B;UPS;0.16%;97.66;0.82;(0.85%);2025-04-23
128;Cadence Design Systems;CDNS;0.16%;268.73;10.58;(4.10%);2025-04-23
129;Cintas Corp;CTAS;0.16%;207.43;1.59;(0.77%);2025-04-23
130;Motorola Solutions, Inc.;MSI;0.16%;425.35;5.56;(1.32%);2025-04-23
131;General Dynamics Corporation;GD;0.16%;264.97;-9.83;(-3.58%);2025-04-23
132;Kkr & Co. Inc.;KKR;0.15%;107.64;5.36;(5.24%);2025-04-23
133;Nike, Inc.;NKE;0.15%;57.62;0.56;(0.99%);2025-04-23
134;Zoetis Inc.;ZTS;0.15%;151.64;1.65;(1.10%);2025-04-23
135;Moody's Corporation;MCO;0.15%;433.30;3.43;(0.80%);2025-04-23
136;Capital One Financial;COF;0.14%;176.59;6.39;(3.75%);2025-04-23
137;Synopsys Inc;SNPS;0.14%;426.32;12.92;(3.12%);2025-04-23
138;Chipotle Mexican Grill, Inc.;CMG;0.14%;48.79;1.69;(3.60%);2025-04-23
139;Northrop Grumman Corp.;NOC;0.14%;470.35;6.27;(1.35%);2025-04-23
140;Illinois Tool Works Inc.;ITW;0.14%;237.82;1.57;(0.66%);2025-04-23
141;Constellation Energy Corporation;CEG;0.14%;210.35;9.47;(4.71%);2025-04-23
142;Eog Resources, Inc.;EOG;0.14%;111.51;0.19;(0.17%);2025-04-23
143;Newmont Corporation;NEM;0.14%;53.16;-1.38;(-2.53%);2025-04-23
144;Autozone, Inc.;AZO;0.14%;3,644.68;-33.98;(-0.92%);2025-04-23
145;Regeneron Pharmaceuticals Inc;REGN;0.14%;590.44;4.95;(0.84%);2025-04-23
146;Pnc Financial Services Group;PNC;0.14%;158.16;3.71;(2.40%);2025-04-23
147;U.S. Bancorp;USB;0.14%;39.61;0.61;(1.55%);2025-04-23
148;Paypal Holdings, Inc.;PYPL;0.14%;62.77;1.34;(2.19%);2025-04-23
149;Fortinet, Inc.;FTNT;0.13%;97.48;3.10;(3.29%);2025-04-23
150;Doordash, Inc. Class A;DASH;0.13%;182.26;5.65;(3.20%);2025-04-23
151;Ecolab, Inc.;ECL;0.13%;237.46;0.65;(0.28%);2025-04-23
152;The Travelers Companies, Inc.;TRV;0.13%;259.33;-1.98;(-0.76%);2025-04-23
153;Roper Technologies, Inc.;ROP;0.13%;555.09;3.79;(0.69%);2025-04-23
154;Air Products & Chemicals, Inc.;APD;0.13%;265.29;-0.07;(-0.03%);2025-04-23
155;Hca Healthcare, Inc.;HCA;0.13%;335.07;10.45;(3.22%);2025-04-23
156;American Electric Power Company, Inc.;AEP;0.13%;105.88;-2.27;(-2.10%);2025-04-23
157;Becton, Dickinson and Co.;BDX;0.13%;202.79;2.91;(1.46%);2025-04-23
158;Emerson Electric Co.;EMR;0.13%;102.31;2.52;(2.53%);2025-04-23
159;Autodesk Inc;ADSK;0.13%;266.45;5.31;(2.03%);2025-04-23
160;Apollo Global Management, Inc.;APO;0.12%;127.44;3.73;(3.01%);2025-04-23
161;Bank of New York Mellon Corporation;BK;0.12%;77.89;1.58;(2.07%);2025-04-23
162;Aflac Inc.;AFL;0.12%;108.59;0.28;(0.26%);2025-04-23
163;Csx Corporation;CSX;0.12%;27.67;-0.11;(-0.40%);2025-04-23
164;Copart Inc;CPRT;0.12%;60.95;0.54;(0.90%);2025-04-23
165;Oneok, Inc.;OKE;0.12%;84.79;0.74;(0.88%);2025-04-23
166;Kinder Morgan, Inc.;KMI;0.11%;26.61;0.00;(0.02%);2025-04-23
167;The Allstate Corporation;ALL;0.11%;194.18;0.28;(0.14%);2025-04-23
168;Realty Income Corporation;O;0.11%;57.80;-0.72;(-1.23%);2025-04-23
169;Hilton Worldwide Holdings Inc.;HLT;0.11%;216.04;5.40;(2.56%);2025-04-23
170;Johnson Controls International Plc;JCI;0.11%;78.93;2.32;(3.02%);2025-04-23
171;Marriot International Class A;MAR;0.11%;231.01;10.42;(4.73%);2025-04-23
172;Howmet Aerospace Inc.;HWM;0.11%;130.47;6.17;(4.96%);2025-04-23
173;Norfolk Southern Corp.;NSC;0.11%;223.74;3.74;(1.70%);2025-04-23
174;Airbnb, Inc. Class A;ABNB;0.11%;118.77;3.86;(3.36%);2025-04-23
175;Royal Caribbean Group;RCL;0.11%;208.71;9.04;(4.53%);2025-04-23
176;Cencora, Inc.;COR;0.11%;281.78;-4.49;(-1.57%);2025-04-23
177;Republic Services Inc.;RSG;0.11%;240.06;-2.51;(-1.03%);2025-04-23
178;Freeport-Mcmoran Inc.;FCX;0.11%;35.32;1.25;(3.68%);2025-04-23
179;The Kroger Co.;KR;0.11%;71.15;-1.83;(-2.51%);2025-04-23
180;Schlumberger Limited;SLB;0.11%;34.20;-0.41;(-1.19%);2025-04-23
181;American International Group, Inc.;AIG;0.11%;81.62;-0.02;(-0.02%);2025-04-23
182;Carrier Global Corporation;CARR;0.11%;59.37;-0.10;(-0.16%);2025-04-23
183;Truist Financial Corporation;TFC;0.11%;37.26;0.92;(2.54%);2025-04-23
184;Exelon Corporation;EXC;0.11%;46.32;-1.05;(-2.21%);2025-04-23
185;Workday, Inc. Class A;WDAY;0.11%;226.26;5.27;(2.38%);2025-04-23
186;Digital Realty Trust, Inc.;DLR;0.11%;151.48;2.59;(1.74%);2025-04-23
187;Public Storage;PSA;0.10%;295.22;-1.45;(-0.49%);2025-04-23
188;Fastenal Co;FAST;0.10%;80.26;-1.18;(-1.45%);2025-04-23
189;Paccar Inc;PCAR;0.10%;89.29;0.73;(0.82%);2025-04-23
190;Simon Property Group, Inc.;SPG;0.10%;153.62;2.91;(1.93%);2025-04-23
191;Paychex Inc;PAYX;0.10%;143.45;0.16;(0.11%);2025-04-23
192;Sempra;SRE;0.10%;73.06;0.75;(1.04%);2025-04-23
193;Fedex Corporation;FDX;0.10%;211.97;5.40;(2.62%);2025-04-23
194;Kimberly-Clark Corp.;KMB;0.10%;132.43;-5.49;(-3.98%);2025-04-23
195;Fair Isaac Corporation;FICO;0.10%;1,930.60;57.70;(3.08%);2025-04-23
196;Ross Stores Inc;ROST;0.10%;138.64;0.75;(0.54%);2025-04-23
197;Crown Castle Inc.;CCI;0.10%;101.62;-2.75;(-2.64%);2025-04-23
198;Ameriprise Financial, Inc.;AMP;0.10%;474.60;6.95;(1.49%);2025-04-23
199;General Motors Company;GM;0.10%;46.18;1.02;(2.26%);2025-04-23
200;Dominion Energy, Inc;D;0.10%;53.09;-0.31;(-0.57%);2025-04-23
201;Kenvue Inc.;KVUE;0.10%;22.98;-0.21;(-0.93%);2025-04-23
202;Nxp Semiconductors N.v.;NXPI;0.10%;183.18;8.52;(4.88%);2025-04-23
203;W.W. Grainger, Inc.;GWW;0.10%;995.47;-3.38;(-0.34%);2025-04-23
204;Discover Financial Services;DFS;0.10%;178.85;6.51;(3.78%);2025-04-23
205;Target Corporation;TGT;0.10%;92.54;-1.56;(-1.66%);2025-04-23
206;Keurig Dr Pepper Inc.;KDP;0.09%;34.95;-0.53;(-1.51%);2025-04-23
207;Metlife, Inc.;MET;0.09%;74.71;1.62;(2.21%);2025-04-23
208;Fidelity National Information Services, Inc.;FIS;0.09%;79.37;0.25;(0.32%);2025-04-23
209;Msci, Inc.;MSCI;0.09%;537.51;-0.97;(-0.18%);2025-04-23
210;Phillips 66;PSX;0.09%;103.38;2.48;(2.46%);2025-04-23
211;Edwards Lifesciences Corp;EW;0.09%;70.42;-0.18;(-0.26%);2025-04-23
212;Corteva, Inc.;CTVA;0.09%;61.11;0.46;(0.77%);2025-04-23
213;Monster Beverage Corporation;MNST;0.09%;58.73;-0.55;(-0.93%);2025-04-23
214;Marathon Petroleum Corporation;MPC;0.09%;134.87;3.48;(2.65%);2025-04-23
215;Verisk Analytics, Inc.;VRSK;0.09%;289.90;-2.80;(-0.96%);2025-04-23
216;Xcel Energy, Inc.;XEL;0.09%;70.72;-0.67;(-0.94%);2025-04-23
217;Public Service Enterprise Group Incorporated;PEG;0.09%;81.50;-0.50;(-0.61%);2025-04-23
218;L3harris Technologies, Inc.;LHX;0.09%;216.05;0.97;(0.45%);2025-04-23
219;Yum! Brands, Inc.;YUM;0.09%;145.72;0.67;(0.46%);2025-04-23
220;Axon Enterprise, Inc.;AXON;0.09%;581.96;26.44;(4.76%);2025-04-23
221;Te Connectivity Plc;TEL;0.09%;137.66;4.21;(3.15%);2025-04-23
222;Consolidated Edison, Inc.;ED;0.09%;111.75;-1.55;(-1.37%);2025-04-23
223;Otis Worldwide Corporation;OTIS;0.09%;93.59;-5.37;(-5.42%);2025-04-23
224;Quanta Services, Inc.;PWR;0.09%;276.70;14.85;(5.67%);2025-04-23
225;Vistra Corp.;VST;0.09%;120.15;7.52;(6.67%);2025-04-23
226;Cummins Inc.;CMI;0.09%;286.14;7.03;(2.52%);2025-04-23
227;Pg&e Corporation;PCG;0.09%;17.46;0.01;(0.09%);2025-04-23
228;Baker Hughes Company;BKR;0.08%;36.69;-1.67;(-4.36%);2025-04-23
229;Ford Motor Company;F;0.08%;9.87;0.21;(2.23%);2025-04-23
230;United Rentals, Inc.;URI;0.08%;594.42;19.66;(3.42%);2025-04-23
231;Targa Resources Corp.;TRGP;0.08%;172.24;1.34;(0.78%);2025-04-23
232;Ametek, Inc.;AME;0.08%;163.17;3.52;(2.20%);2025-04-23
233;Hess Corporation;HES;0.08%;130.21;-0.17;(-0.13%);2025-04-23
234;Sysco Corporation;SYY;0.08%;72.88;-0.41;(-0.56%);2025-04-23
235;Entergy Corporation;ETR;0.08%;83.54;0.26;(0.31%);2025-04-23
236;Valero Energy Corporation;VLO;0.08%;114.62;2.16;(1.92%);2025-04-23
237;Prudential Financial, Inc.;PRU;0.08%;102.39;2.18;(2.18%);2025-04-23
238;D.R. Horton Inc.;DHI;0.08%;125.90;0.94;(0.76%);2025-04-23
239;Cbre Group, Inc.;CBRE;0.08%;121.74;3.55;(3.00%);2025-04-23
240;Arch Capital Group Ltd;ACGL;0.08%;92.37;-0.58;(-0.62%);2025-04-23
241;Vici Properties Inc.;VICI;0.08%;32.48;-0.49;(-1.50%);2025-04-23
242;Electronic Arts Inc;EA;0.08%;143.78;-2.09;(-1.43%);2025-04-23
243;Wec Energy Group, Inc.;WEC;0.08%;107.68;-1.45;(-1.33%);2025-04-23
244;Idexx Laboratories Inc;IDXX;0.08%;430.82;9.23;(2.19%);2025-04-23
245;Cognizant Technology Solutions;CTSH;0.08%;71.35;1.62;(2.32%);2025-04-23
246;Take-Two Interactive Software Inc;TTWO;0.08%;214.18;4.21;(2.00%);2025-04-23
247;The Hartford Insurance Group, Inc.;HIG;0.08%;119.30;0.56;(0.47%);2025-04-23
248;Costar Group Inc;CSGP;0.08%;82.29;1.42;(1.76%);2025-04-23
249;Willis Towers Watson Public Limited Companys;WTW;0.07%;325.89;1.21;(0.37%);2025-04-23
250;Cardinal Health, Inc.;CAH;0.07%;134.20;0.51;(0.38%);2025-04-23
251;Corning Incorporated;GLW;0.07%;43.17;1.42;(3.40%);2025-04-23
252;Ebay Inc;EBAY;0.07%;66.70;-0.35;(-0.52%);2025-04-23
253;Charter Comm Inc Del Cl a;CHTR;0.07%;339.33;7.99;(2.41%);2025-04-23
254;General Mills, Inc.;GIS;0.07%;57.12;-0.94;(-1.62%);2025-04-23
255;Vulcan Materials Company;VMC;0.07%;245.72;5.15;(2.14%);2025-04-23
256;Resmed Inc.;RMD;0.07%;216.38;2.30;(1.08%);2025-04-23
257;Humana Inc.;HUM;0.07%;262.92;4.00;(1.54%);2025-04-23
258;Gartner, Inc.;IT;0.07%;408.63;8.32;(2.08%);2025-04-23
259;Equifax, Incorporated;EFX;0.07%;249.50;4.42;(1.80%);2025-04-23
260;Nasdaq, Inc.;NDAQ;0.07%;73.57;0.88;(1.21%);2025-04-23
261;Extra Space Storage, Inc.;EXR;0.07%;141.07;-0.76;(-0.53%);2025-04-23
262;Martin Marietta Materials;MLM;0.07%;501.12;10.12;(2.06%);2025-04-23
263;Centene Corporation;CNC;0.07%;62.04;1.81;(3.01%);2025-04-23
264;Ventas, Inc.;VTR;0.07%;68.33;0.04;(0.06%);2025-04-23
265;Garmin Ltd;GRMN;0.07%;194.71;3.30;(1.72%);2025-04-23
266;Wabtec Inc.;WAB;0.07%;184.69;12.93;(7.53%);2025-04-23
267;Avalonbay Communities, Inc.;AVB;0.07%;206.62;0.18;(0.09%);2025-04-23
268;Agilent Technologies Inc.;A;0.07%;105.77;2.96;(2.88%);2025-04-23
269;Lululemon Athletica Inc.;LULU;0.07%;267.09;5.38;(2.06%);2025-04-23
270;Ingersoll Rand Inc.;IR;0.06%;74.28;2.03;(2.81%);2025-04-23
271;American Water Works Company, Inc;AWK;0.06%;145.16;-4.10;(-2.75%);2025-04-23
272;Constellation Brands, Inc.;STZ;0.06%;186.25;-0.75;(-0.40%);2025-04-23
273;Eqt Corp;EQT;0.06%;49.15;0.58;(1.19%);2025-04-23
274;Old Dominion Freight Line;ODFL;0.06%;154.79;2.72;(1.79%);2025-04-23
275;Ge Healthcare Technologies Inc.;GEHC;0.06%;65.02;3.37;(5.47%);2025-04-23
276;Dte Energy Company;DTE;0.06%;135.08;-0.72;(-0.53%);2025-04-23
277;Brown & Brown, Inc.;BRO;0.06%;117.87;0.31;(0.26%);2025-04-23
278;Broadridge Financial Solutions Inc;BR;0.06%;236.38;1.38;(0.59%);2025-04-23
279;Xylem Inc;XYL;0.06%;113.96;2.26;(2.02%);2025-04-23
280;Occidental Petroleum Corporation;OXY;0.06%;39.84;-0.13;(-0.34%);2025-04-23
281;M&t Bank Corp.;MTB;0.06%;166.00;4.00;(2.47%);2025-04-23
282;Tractor Supply Co;TSCO;0.06%;51.23;0.95;(1.90%);2025-04-23
283;Ameren Corporation;AEE;0.06%;97.85;-1.30;(-1.31%);2025-04-23
284;Ppl Corporation;PPL;0.06%;36.04;-0.17;(-0.48%);2025-04-23
285;Ansys Inc;ANSS;0.06%;310.19;6.93;(2.28%);2025-04-23
286;Rockwell Automation, Inc.;ROK;0.06%;241.75;7.33;(3.13%);2025-04-23
287;The Kraft Heinz Company;KHC;0.06%;29.97;-0.23;(-0.76%);2025-04-23
288;Dell Technologies Inc.;DELL;0.06%;90.12;6.04;(7.19%);2025-04-23
289;Dexcom, Inc.;DXCM;0.06%;67.28;0.95;(1.43%);2025-04-23
290;Delta Air Lines, Inc.;DAL;0.06%;41.74;1.40;(3.48%);2025-04-23
291;Dupont De Nemours, Inc.;DD;0.06%;63.73;1.89;(3.05%);2025-04-23
292;Nucor Corporation;NUE;0.06%;112.21;2.59;(2.36%);2025-04-23
293;Diamondback Energy, Inc.;FANG;0.06%;135.74;-0.80;(-0.59%);2025-04-23
294;Atmos Energy Corporation;ATO;0.06%;158.37;-1.74;(-1.09%);2025-04-23
295;Church & Dwight Co., Inc.;CHD;0.06%;101.51;-2.34;(-2.26%);2025-04-23
296;Lennar Corporation Class A;LEN;0.06%;108.66;0.74;(0.69%);2025-04-23
297;Sba Communications Corp;SBAC;0.06%;220.86;-10.56;(-4.56%);2025-04-23
298;The Hershey Company;HSY;0.06%;165.71;-1.73;(-1.03%);2025-04-23
299;Texas Pacific Land Corporation;TPL;0.06%;1,326.29;15.86;(1.21%);2025-04-23
300;Raymond James Financial, Inc.;RJF;0.06%;136.19;1.42;(1.05%);2025-04-23
301;Monolithic Power Systems, Inc.;MPWR;0.05%;545.09;33.27;(6.50%);2025-04-23
302;International Paper Co.;IP;0.05%;46.77;0.29;(0.63%);2025-04-23
303;Iron Mountain Inc.;IRM;0.05%;83.98;0.95;(1.14%);2025-04-23
304;Centerpoint Energy, Inc.;CNP;0.05%;36.80;-0.46;(-1.24%);2025-04-23
305;State Street Corporation;STT;0.05%;86.15;2.31;(2.75%);2025-04-23
306;Tyler Technologies, Inc.;TYL;0.05%;571.88;8.04;(1.43%);2025-04-23
307;Iqvia Holdings Inc.;IQV;0.05%;148.31;4.70;(3.27%);2025-04-23
308;Godaddy Inc;GDDY;0.05%;177.63;7.44;(4.37%);2025-04-23
309;Darden Restaurants, Inc.;DRI;0.05%;202.18;-0.47;(-0.23%);2025-04-23
310;Ppg Industries, Inc.;PPG;0.05%;102.29;0.51;(0.50%);2025-04-23
311;Equity Residential;EQR;0.05%;69.32;0.39;(0.57%);2025-04-23
312;Keysight Technologies, Inc.;KEYS;0.05%;138.26;3.15;(2.33%);2025-04-23
313;Fifth Third Bancorp;FITB;0.05%;35.07;0.42;(1.22%);2025-04-23
314;Archer Daniels Midland Company;ADM;0.05%;48.05;-0.49;(-1.02%);2025-04-23
315;Hp Inc.;HPQ;0.05%;24.80;0.62;(2.55%);2025-04-23
316;Fortive Corporation;FTV;0.05%;67.61;1.62;(2.45%);2025-04-23
