#;Company;Symbol;Weight;Price;Chg;% Chg;Date
185;Exelon Corporation;EXC;0.10%;47.26;0.75;(1.61%);2025-04-20
186;Paychex Inc;PAYX;0.10%;144.90;-0.67;(-0.46%);2025-04-20
187;Kimberly-Clark Corp.;KMB;0.10%;142.81;3.11;(2.23%);2025-04-20
188;Fair Isaac Corporation;FICO;0.10%;1,908.69;8.91;(0.47%);2025-04-20
189;Fastenal Co;FAST;0.10%;81.58;1.13;(1.40%);2025-04-20
190;The Kroger Co.;KR;0.10%;71.22;2.21;(3.20%);2025-04-20
191;Ross Stores Inc;ROST;0.10%;139.63;0.95;(0.69%);2025-04-20
192;Public Storage;PSA;0.10%;296.01;6.98;(2.41%);2025-04-20
193;Paccar Inc;PCAR;0.10%;88.17;1.36;(1.57%);2025-04-20
194;Simon Property Group, Inc.;SPG;0.10%;150.40;2.35;(1.59%);2025-04-20
195;Fedex Corporation;FDX;0.10%;207.55;3.99;(1.96%);2025-04-20
196;Dominion Energy, Inc;D;0.10%;53.17;0.11;(0.21%);2025-04-20
197;Sempra;SRE;0.10%;71.12;0.73;(1.04%);2025-04-20
198;Ameriprise Financial, Inc.;AMP;0.10%;464.56;1.34;(0.29%);2025-04-20
199;Crown Castle Inc.;CCI;0.10%;103.59;2.34;(2.31%);2025-04-20
200;General Motors Company;GM;0.10%;44.57;0.35;(0.79%);2025-04-20
201;W.W. Grainger, Inc.;GWW;0.10%;1,002.69;17.36;(1.76%);2025-04-20
202;Kenvue Inc.;KVUE;0.10%;23.39;0.66;(2.90%);2025-04-20
203;Nxp Semiconductors N.v.;NXPI;0.10%;170.74;2.15;(1.28%);2025-04-20
204;Msci, Inc.;MSCI;0.09%;546.89;4.33;(0.80%);2025-04-20
205;Keurig Dr Pepper Inc.;KDP;0.09%;35.40;0.29;(0.83%);2025-04-20
206;Edwards Lifesciences Corp;EW;0.09%;71.53;0.33;(0.46%);2025-04-20
207;Metlife, Inc.;MET;0.09%;72.55;0.85;(1.19%);2025-04-20
208;Axon Enterprise, Inc.;AXON;0.09%;559.53;-12.32;(-2.15%);2025-04-20
209;Target Corporation;TGT;0.09%;93.11;2.65;(2.93%);2025-04-20
210;Public Service Enterprise Group Incorporated;PEG;0.09%;83.36;0.33;(0.40%);2025-04-20
211;Verisk Analytics, Inc.;VRSK;0.09%;293.02;0.79;(0.27%);2025-04-20
212;L3harris Technologies, Inc.;LHX;0.09%;218.22;-0.66;(-0.30%);2025-04-20
213;Monster Beverage Corporation;MNST;0.09%;58.41;0.46;(0.79%);2025-04-20
214;Corteva, Inc.;CTVA;0.09%;59.74;0.54;(0.91%);2025-04-20
215;Phillips 66;PSX;0.09%;99.10;2.53;(2.62%);2025-04-20
216;Yum! Brands, Inc.;YUM;0.09%;143.31;0.74;(0.52%);2025-04-20
217;Quanta Services, Inc.;PWR;0.09%;267.22;-2.23;(-0.83%);2025-04-20
218;Xcel Energy, Inc.;XEL;0.09%;70.13;1.03;(1.49%);2025-04-20
219;Vistra Corp.;VST;0.09%;115.42;-0.45;(-0.39%);2025-04-20
220;Discover Financial Services;DFS;0.09%;159.63;3.32;(2.12%);2025-04-20
221;Marathon Petroleum Corporation;MPC;0.09%;127.72;3.65;(2.94%);2025-04-20
222;Consolidated Edison, Inc.;ED;0.09%;112.10;0.66;(0.59%);2025-04-20
223;Cummins Inc.;CMI;0.09%;281.81;1.25;(0.45%);2025-04-20
224;Otis Worldwide Corporation;OTIS;0.09%;98.52;1.74;(1.80%);2025-04-20
225;United Rentals, Inc.;URI;0.09%;591.50;6.27;(1.07%);2025-04-20
226;Te Connectivity Plc;TEL;0.08%;129.24;2.34;(1.84%);2025-04-20
227;Baker Hughes Company;BKR;0.08%;38.91;0.78;(2.05%);2025-04-20
228;Targa Resources Corp.;TRGP;0.08%;174.57;1.89;(1.09%);2025-04-20
229;Pg&e Corporation;PCG;0.08%;17.23;0.05;(0.29%);2025-04-20
230;Ametek, Inc.;AME;0.08%;157.81;-0.71;(-0.45%);2025-04-20
231;Ford Motor Company;F;0.08%;9.63;0.23;(2.45%);2025-04-20
232;Fidelity National Information Services, Inc.;FIS;0.08%;74.58;5.94;(8.65%);2025-04-20
233;Hess Corporation;HES;0.08%;130.64;2.69;(2.10%);2025-04-20
234;Entergy Corporation;ETR;0.08%;83.27;1.03;(1.25%);2025-04-20
235;Prudential Financial, Inc.;PRU;0.08%;99.47;0.85;(0.86%);2025-04-20
236;Cbre Group, Inc.;CBRE;0.08%;117.62;0.41;(0.35%);2025-04-20
237;Arch Capital Group Ltd;ACGL;0.08%;92.57;0.19;(0.21%);2025-04-20
238;Cognizant Technology Solutions;CTSH;0.08%;69.44;-0.57;(-0.81%);2025-04-20
239;Sysco Corporation;SYY;0.08%;71.74;1.05;(1.49%);2025-04-20
240;Take-Two Interactive Software Inc;TTWO;0.08%;212.77;1.37;(0.65%);2025-04-20
241;Humana Inc.;HUM;0.08%;264.48;-21.13;(-7.40%);2025-04-20
242;Wec Energy Group, Inc.;WEC;0.08%;108.39;1.03;(0.96%);2025-04-20
243;Valero Energy Corporation;VLO;0.08%;110.06;2.93;(2.73%);2025-04-20
244;Electronic Arts Inc;EA;0.08%;145.61;2.64;(1.85%);2025-04-20
245;Vici Properties Inc.;VICI;0.08%;32.54;0.49;(1.53%);2025-04-20
246;The Hartford Financial Services Group, Inc.;HIG;0.08%;117.80;0.65;(0.55%);2025-04-20
247;D.R. Horton Inc.;DHI;0.07%;121.25;3.71;(3.16%);2025-04-20
248;Costar Group Inc;CSGP;0.07%;79.70;0.68;(0.86%);2025-04-20
249;Idexx Laboratories Inc;IDXX;0.07%;411.49;9.11;(2.26%);2025-04-20
250;Cardinal Health, Inc.;CAH;0.07%;134.71;0.35;(0.26%);2025-04-20
251;Willis Towers Watson Public Limited Companys;WTW;0.07%;321.00;-3.73;(-1.15%);2025-04-20
252;Charter Comm Inc Del Cl a;CHTR;0.07%;338.96;6.46;(1.94%);2025-04-20
253;Corning Incorporated;GLW;0.07%;41.52;0.24;(0.58%);2025-04-20
254;Vulcan Materials Company;VMC;0.07%;241.93;1.38;(0.57%);2025-04-20
255;Ebay Inc;EBAY;0.07%;66.26;0.79;(1.21%);2025-04-20
256;General Mills, Inc.;GIS;0.07%;57.51;1.04;(1.84%);2025-04-20
257;Resmed Inc.;RMD;0.07%;212.91;1.42;(0.67%);2025-04-20
258;Gartner, Inc.;IT;0.07%;401.65;-0.64;(-0.16%);2025-04-20
259;Centene Corporation;CNC;0.07%;60.70;-1.28;(-2.07%);2025-04-20
260;Eqt Corp;EQT;0.07%;50.98;0.13;(0.26%);2025-04-20
261;Martin Marietta Materials;MLM;0.07%;494.24;3.17;(0.65%);2025-04-20
262;Nasdaq, Inc.;NDAQ;0.07%;72.18;0.49;(0.68%);2025-04-20
263;Ventas, Inc.;VTR;0.07%;67.93;0.30;(0.44%);2025-04-20
264;Extra Space Storage, Inc.;EXR;0.07%;141.18;2.96;(2.14%);2025-04-20
265;Agilent Technologies Inc.;A;0.07%;102.48;-0.22;(-0.21%);2025-04-20
266;Garmin Ltd;GRMN;0.06%;190.61;1.65;(0.87%);2025-04-20
267;Wabtec Inc.;WAB;0.06%;170.93;1.22;(0.72%);2025-04-20
268;Ingersoll Rand Inc.;IR;0.06%;72.04;0.68;(0.95%);2025-04-20
269;American Water Works Company, Inc;AWK;0.06%;148.40;2.00;(1.37%);2025-04-20
270;Constellation Brands, Inc.;STZ;0.06%;186.63;3.60;(1.97%);2025-04-20
271;Avalonbay Communities, Inc.;AVB;0.06%;203.38;3.32;(1.66%);2025-04-20
272;Brown & Brown, Inc.;BRO;0.06%;117.22;-1.58;(-1.33%);2025-04-20
273;Ge Healthcare Technologies Inc.;GEHC;0.06%;62.37;0.89;(1.45%);2025-04-20
274;Lululemon Athletica Inc.;LULU;0.06%;251.08;1.71;(0.69%);2025-04-20
275;Old Dominion Freight Line;ODFL;0.06%;153.75;5.90;(3.99%);2025-04-20
276;Broadridge Financial Solutions Inc;BR;0.06%;235.85;0.56;(0.24%);2025-04-20
277;Dte Energy Company;DTE;0.06%;133.55;1.53;(1.16%);2025-04-20
278;Equifax, Incorporated;EFX;0.06%;221.25;1.97;(0.90%);2025-04-20
279;Dexcom, Inc.;DXCM;0.06%;68.57;-0.16;(-0.23%);2025-04-20
280;Xylem Inc;XYL;0.06%;110.42;1.23;(1.13%);2025-04-20
281;Ameren Corporation;AEE;0.06%;98.65;0.65;(0.66%);2025-04-20
282;Ansys Inc;ANSS;0.06%;302.74;1.15;(0.38%);2025-04-20
283;Tractor Supply Co;TSCO;0.06%;50.16;0.80;(1.62%);2025-04-20
284;M&t Bank Corp.;MTB;0.06%;160.23;1.33;(0.84%);2025-04-20
285;Ppl Corporation;PPL;0.06%;35.72;0.44;(1.25%);2025-04-20
286;Delta Air Lines, Inc.;DAL;0.06%;40.85;0.26;(0.64%);2025-04-20
287;Dell Technologies Inc.;DELL;0.06%;84.80;1.44;(1.73%);2025-04-20
288;Occidental Petroleum Corporation;OXY;0.06%;39.71;1.26;(3.28%);2025-04-20
289;Rockwell Automation, Inc.;ROK;0.06%;232.29;4.18;(1.83%);2025-04-20
290;Nucor Corporation;NUE;0.06%;110.50;1.55;(1.42%);2025-04-20
291;Church & Dwight Co., Inc.;CHD;0.06%;105.37;2.41;(2.34%);2025-04-20
292;The Kraft Heinz Company;KHC;0.06%;29.46;0.65;(2.26%);2025-04-20
293;Monolithic Power Systems, Inc.;MPWR;0.06%;523.58;-1.28;(-0.24%);2025-04-20
294;Iqvia Holdings Inc.;IQV;0.06%;143.91;-4.53;(-3.05%);2025-04-20
295;Atmos Energy Corporation;ATO;0.06%;157.54;1.23;(0.79%);2025-04-20
296;Dupont De Nemours, Inc.;DD;0.06%;60.14;0.89;(1.50%);2025-04-20
297;Tyler Technologies, Inc.;TYL;0.05%;570.20;0.91;(0.16%);2025-04-20
298;Diamondback Energy, Inc.;FANG;0.05%;137.64;7.42;(5.70%);2025-04-20
299;International Paper Co.;IP;0.05%;46.28;-0.02;(-0.04%);2025-04-20
300;The Hershey Company;HSY;0.05%;166.59;2.36;(1.44%);2025-04-20
301;Iron Mountain Inc.;IRM;0.05%;84.21;1.58;(1.91%);2025-04-20
302;Sba Communications Corp;SBAC;0.05%;229.06;3.39;(1.50%);2025-04-20
303;Raymond James Financial, Inc.;RJF;0.05%;133.46;1.28;(0.97%);2025-04-20
304;Godaddy Inc;GDDY;0.05%;171.78;-0.42;(-0.24%);2025-04-20
305;Texas Pacific Land Corporation;TPL;0.05%;1,298.64;21.06;(1.65%);2025-04-20
306;Lennar Corporation Class A;LEN;0.05%;104.73;1.97;(1.92%);2025-04-20
307;Centerpoint Energy, Inc.;CNP;0.05%;37.16;0.38;(1.03%);2025-04-20
308;Keysight Technologies, Inc.;KEYS;0.05%;135.46;0.67;(0.50%);2025-04-20
309;Darden Restaurants, Inc.;DRI;0.05%;200.22;2.35;(1.19%);2025-04-20
310;Fifth Third Bancorp;FITB;0.05%;34.15;-0.25;(-0.73%);2025-04-20
311;State Street Corporation;STT;0.05%;81.26;1.63;(2.05%);2025-04-20
312;Equity Residential;EQR;0.05%;68.24;1.19;(1.77%);2025-04-20
313;Ppg Industries, Inc.;PPG;0.05%;100.05;1.63;(1.66%);2025-04-20
314;Cboe Global Markets, Inc.;CBOE;0.05%;217.07;-0.90;(-0.41%);2025-04-20
315;Dover Corporation;DOV;0.05%;161.08;-0.88;(-0.54%);2025-04-20
316;Fortive Corporation;FTV;0.05%;65.44;0.44;(0.68%);2025-04-20
317;Kellanova;K;0.05%;82.37;0.08;(0.10%);2025-04-20
