#;Company;Symbol;Weight;Price;Chg;% Chg;Date
25;Philip Morris International Inc.;PM;0.56%;163.21;2.73;(1.70%);2025-04-19
26;Bank of America Corporation;BAC;0.55%;37.41;0.08;(0.21%);2025-04-19
27;Salesforce, Inc.;CRM;0.53%;247.26;-2.58;(-1.03%);2025-04-19
28;Chevron Corporation;CVX;0.51%;137.87;2.51;(1.85%);2025-04-19
29;Abbott Laboratories;ABT;0.50%;130.98;1.28;(0.99%);2025-04-19
30;Cisco Systems, Inc.;CSCO;0.50%;55.76;0.00;(0.00%);2025-04-19
31;Mcdonald's Corporation;MCD;0.50%;311.30;2.20;(0.71%);2025-04-19
32;International Business Machines Corporation;IBM;0.49%;238.81;0.24;(0.10%);2025-04-19
33;Linde Plc;LIN;0.48%;452.12;4.13;(0.92%);2025-04-19
34;Oracle Corp;ORCL;0.47%;128.62;-1.14;(-0.88%);2025-04-19
35;Wells Fargo & Co.;WFC;0.47%;64.71;0.73;(1.14%);2025-04-19
36;Ge Aerospace;GE;0.44%;181.79;-0.66;(-0.36%);2025-04-19
37;At&t Inc.;T;0.43%;27.15;0.13;(0.48%);2025-04-19
38;Merck & Co., Inc.;MRK;0.43%;78.00;1.54;(2.01%);2025-04-19
39;Pepsico, Inc.;PEP;0.43%;142.84;2.75;(1.96%);2025-04-19
40;Palantir Technologies Inc. Class A;PLTR;0.42%;93.78;1.07;(1.15%);2025-04-19
41;Verizon Communications;VZ;0.41%;44.04;0.43;(0.99%);2025-04-19
42;Accenture Plc;ACN;0.40%;282.35;-2.89;(-1.01%);2025-04-19
43;Rtx Corporation;RTX;0.38%;128.89;-0.36;(-0.28%);2025-04-19
44;Intuitive Surgical Inc.;ISRG;0.38%;482.74;1.40;(0.29%);2025-04-19
45;Thermo Fisher Scientific, Inc.;TMO;0.37%;427.50;-9.29;(-2.13%);2025-04-19
46;Intuit Inc;INTU;0.37%;585.38;-2.70;(-0.46%);2025-04-19
47;Servicenow, Inc.;NOW;0.37%;772.16;-24.50;(-3.08%);2025-04-19
48;Progressive Corporation;PGR;0.36%;265.45;-9.68;(-3.52%);2025-04-19
49;Goldman Sachs Group Inc.;GS;0.35%;509.49;10.44;(2.09%);2025-04-19
50;Uber Technologies, Inc.;UBER;0.34%;75.24;2.18;(2.98%);2025-04-19
51;Amgen Inc;AMGN;0.34%;277.29;-5.35;(-1.89%);2025-04-19
52;Booking Holdings Inc.;BKNG;0.34%;4,573.31;32.47;(0.72%);2025-04-19
53;Qualcomm Inc;QCOM;0.34%;136.66;0.92;(0.68%);2025-04-19
54;Adobe Inc.;ADBE;0.33%;348.80;4.61;(1.34%);2025-04-19
55;The Walt Disney Company;DIS;0.33%;84.81;2.04;(2.46%);2025-04-19
56;S&p Global Inc.;SPGI;0.33%;462.88;-1.10;(-0.24%);2025-04-19
57;Advanced Micro Devices;AMD;0.32%;87.50;-0.79;(-0.89%);2025-04-19
58;Tjx Companies, Inc.;TJX;0.32%;127.62;1.31;(1.04%);2025-04-19
59;American Express Company;AXP;0.31%;251.31;-1.61;(-0.64%);2025-04-19
60;Boston Scientific Corp.;BSX;0.31%;95.12;-0.13;(-0.14%);2025-04-19
61;Caterpillar Inc.;CAT;0.31%;294.25;4.11;(1.42%);2025-04-19
62;Nextra Energy, Inc.;NEE;0.30%;66.31;0.67;(1.02%);2025-04-19
63;Morgan Stanley;MS;0.30%;109.18;1.32;(1.22%);2025-04-19
64;Texas Instruments Incorporated;TXN;0.30%;148.44;1.89;(1.29%);2025-04-19
65;Union Pacific Corp.;UNP;0.29%;220.26;3.66;(1.69%);2025-04-19
66;Gilead Sciences Inc;GILD;0.29%;104.54;-0.34;(-0.32%);2025-04-19
67;The Charles Schwab Corporation;SCHW;0.29%;76.15;0.45;(0.59%);2025-04-19
68;Comcast Corp;CMCSA;0.28%;34.01;0.46;(1.37%);2025-04-19
69;Blackrock, Inc.;BLK;0.28%;875.78;10.00;(1.16%);2025-04-19
70;Honeywell International, Inc.;HON;0.28%;196.60;3.32;(1.72%);2025-04-19
71;Pfizer Inc.;PFE;0.28%;22.14;0.10;(0.45%);2025-04-19
72;Vertex Pharmaceuticals Inc;VRTX;0.28%;489.10;3.21;(0.66%);2025-04-19
73;T-Mobile Us, Inc.;TMUS;0.28%;262.04;2.40;(0.92%);2025-04-19
74;Danaher Corporation;DHR;0.27%;186.83;-3.83;(-2.01%);2025-04-19
75;Lowe's Companies Inc.;LOW;0.27%;219.00;4.59;(2.14%);2025-04-19
76;Automatic Data Processing;ADP;0.27%;293.28;-0.86;(-0.29%);2025-04-19
77;Fiserv, Inc.;FI;0.27%;208.66;-1.45;(-0.69%);2025-04-19
78;Stryker Corporation;SYK;0.27%;346.50;-0.17;(-0.05%);2025-04-19
79;Boeing Company;BA;0.26%;161.90;5.43;(3.47%);2025-04-19
80;Citigroup Inc.;C;0.26%;63.25;1.15;(1.85%);2025-04-19
81;Deere & Company;DE;0.26%;452.07;-0.35;(-0.08%);2025-04-19
82;Marsh & Mclennan Companies, Inc.;MMC;0.25%;220.07;-11.25;(-4.86%);2025-04-19
83;Palo Alto Networks, Inc.;PANW;0.25%;167.69;-2.07;(-1.22%);2025-04-19
84;Applied Materials Inc;AMAT;0.25%;137.46;-0.73;(-0.53%);2025-04-19
85;Conocophillips;COP;0.25%;88.98;2.62;(3.03%);2025-04-19
86;Eaton Corporation, Plcs;ETN;0.24%;268.32;-0.84;(-0.31%);2025-04-19
87;Chubb Limited;CB;0.24%;285.59;0.52;(0.18%);2025-04-19
88;Medtronic Plc;MDT;0.24%;82.60;-0.10;(-0.12%);2025-04-19
89;American Tower Corporation;AMT;0.23%;222.66;4.66;(2.14%);2025-04-19
90;Elevance Health, Inc.;ELV;0.23%;424.53;-10.51;(-2.42%);2025-04-19
91;Bristol-Myers Squibb Co.;BMY;0.22%;49.23;-0.13;(-0.26%);2025-04-19
92;Lockheed Martin Corp.;LMT;0.22%;464.08;-13.00;(-2.72%);2025-04-19
93;The Southern Company;SO;0.22%;91.81;1.34;(1.48%);2025-04-19
94;Altria Group, Inc.;MO;0.22%;58.16;0.89;(1.55%);2025-04-19
95;Blackstone Inc.;BX;0.21%;130.39;1.01;(0.78%);2025-04-19
96;Cme Group Inc.;CME;0.21%;262.53;1.14;(0.44%);2025-04-19
97;Crowdstrike Holdings, Inc. Class A;CRWD;0.21%;375.62;-4.22;(-1.11%);2025-04-19
98;Duke Energy Corporation;DUK;0.21%;121.80;1.45;(1.20%);2025-04-19
99;Prologis, Inc.;PLD;0.21%;102.10;1.81;(1.80%);2025-04-19
100;Starbucks Corp;SBUX;0.21%;81.50;0.74;(0.92%);2025-04-19
101;Intercontinental Exchange  Inc.;ICE;0.20%;158.64;0.20;(0.13%);2025-04-19
102;Ge Vernova Inc.;GEV;0.20%;323.55;-4.61;(-1.40%);2025-04-19
103;The Cigna Group;CI;0.20%;330.13;0.69;(0.21%);2025-04-19
104;Welltower Inc.;WELL;0.20%;147.27;1.64;(1.13%);2025-04-19
105;Analog Devices, Inc.;ADI;0.20%;176.27;0.34;(0.19%);2025-04-19
106;Mckesson Corporation;MCK;0.19%;697.08;2.38;(0.34%);2025-04-19
107;Cvs Health Corporation;CVS;0.19%;67.29;-1.26;(-1.84%);2025-04-19
108;Mondelez International, Inc. Class A;MDLZ;0.19%;67.32;0.84;(1.26%);2025-04-19
109;Kla Corporation;KLAC;0.19%;634.43;-7.76;(-1.21%);2025-04-19
110;Arthur J. Gallagher & Co.;AJG;0.19%;329.22;-3.44;(-1.03%);2025-04-19
111;Waste Management, Inc.;WM;0.19%;230.91;1.34;(0.58%);2025-04-19
112;Lam Research Corp;LRCX;0.19%;63.76;-1.38;(-2.12%);2025-04-19
113;Intel Corp;INTC;0.19%;18.93;-0.30;(-1.56%);2025-04-19
114;Aon Plc Class A;AON;0.18%;367.41;-5.41;(-1.45%);2025-04-19
115;Amphenol Corporation;APH;0.18%;65.06;0.29;(0.45%);2025-04-19
116;O'reilly Automotive, Inc.;ORLY;0.18%;1,390.90;26.54;(1.95%);2025-04-19
117;Micron Technology, Inc.;MU;0.17%;68.80;-0.53;(-0.76%);2025-04-19
118;The Sherwin-Williams Company;SHW;0.17%;333.38;2.10;(0.63%);2025-04-19
119;Equinix, Inc. Reit;EQIX;0.17%;790.15;11.48;(1.47%);2025-04-19
120;Colgate-Palmolive Company;CL;0.17%;95.50;2.01;(2.15%);2025-04-19
121;Transdigm Group Incorporated;TDG;0.17%;1,337.66;1.36;(0.10%);2025-04-19
122;Arista Networks;ANET;0.17%;71.20;-0.67;(-0.93%);2025-04-19
123;Trane Technologies Plc;TT;0.17%;333.16;2.52;(0.76%);2025-04-19
124;Northrop Grumman Corp.;NOC;0.16%;540.39;2.88;(0.54%);2025-04-19
125;Parker-Hannifin Corporation;PH;0.16%;561.00;1.55;(0.28%);2025-04-19
126;Cadence Design Systems;CDNS;0.16%;260.22;0.96;(0.37%);2025-04-19
127;Williams Companies Inc.;WMB;0.16%;58.62;0.36;(0.62%);2025-04-19
128;3m Company;MMM;0.16%;130.21;-0.25;(-0.19%);2025-04-19
129;Motorola Solutions, Inc.;MSI;0.16%;420.95;0.50;(0.12%);2025-04-19
130;General Dynamics Corporation;GD;0.16%;276.08;-0.55;(-0.20%);2025-04-19
131;Cintas Corp;CTAS;0.16%;205.76;1.04;(0.51%);2025-04-19
132;United Parcel Service, Inc. Class B;UPS;0.15%;96.43;2.23;(2.37%);2025-04-19
133;Kkr & Co. Inc.;KKR;0.15%;103.37;1.32;(1.29%);2025-04-19
134;Moody's Corporation;MCO;0.15%;424.86;-0.83;(-0.19%);2025-04-19
135;Zoetis Inc.;ZTS;0.15%;148.67;1.91;(1.30%);2025-04-19
136;Chipotle Mexican Grill, Inc.;CMG;0.15%;48.17;0.09;(0.19%);2025-04-19
137;Synopsys Inc;SNPS;0.14%;413.32;-2.33;(-0.56%);2025-04-19
138;Constellation Energy Corporation;CEG;0.14%;206.68;2.49;(1.22%);2025-04-19
139;Newmont Corporation;NEM;0.14%;55.08;-0.87;(-1.55%);2025-04-19
140;Nike, Inc.;NKE;0.14%;55.76;2.21;(4.13%);2025-04-19
141;Illinois Tool Works Inc.;ITW;0.14%;230.84;1.04;(0.45%);2025-04-19
142;Fortinet, Inc.;FTNT;0.14%;96.13;0.06;(0.06%);2025-04-19
143;Capital One Financial;COF;0.14%;162.77;2.71;(1.69%);2025-04-19
144;Eog Resources, Inc.;EOG;0.14%;110.50;2.26;(2.09%);2025-04-19
145;Doordash, Inc. Class A;DASH;0.14%;181.24;1.85;(1.03%);2025-04-19
146;Pnc Financial Services Group;PNC;0.13%;152.33;0.79;(0.52%);2025-04-19
147;Autozone, Inc.;AZO;0.13%;3,603.47;36.61;(1.03%);2025-04-19
148;Roper Technologies, Inc.;ROP;0.13%;557.24;0.97;(0.17%);2025-04-19
149;Paypal Holdings, Inc.;PYPL;0.13%;61.00;0.76;(1.26%);2025-04-19
150;Ecolab, Inc.;ECL;0.13%;238.73;2.77;(1.17%);2025-04-19
151;Hca Healthcare, Inc.;HCA;0.13%;335.01;4.01;(1.21%);2025-04-19
152;U.S. Bancorp;USB;0.13%;38.20;0.38;(1.00%);2025-04-19
153;Air Products & Chemicals, Inc.;APD;0.13%;262.90;1.58;(0.60%);2025-04-19
154;Regeneron Pharmaceuticals Inc;REGN;0.13%;563.16;13.88;(2.53%);2025-04-19
155;Becton, Dickinson and Co.;BDX;0.13%;198.71;-1.69;(-0.84%);2025-04-19
156;The Travelers Companies, Inc.;TRV;0.13%;255.86;3.38;(1.34%);2025-04-19
157;American Electric Power Company, Inc.;AEP;0.13%;107.71;1.79;(1.69%);2025-04-19
158;Apollo Global Management, Inc.;APO;0.13%;126.78;1.57;(1.25%);2025-04-19
159;Autodesk Inc;ADSK;0.13%;259.47;-0.69;(-0.27%);2025-04-19
160;Emerson Electric Co.;EMR;0.12%;99.57;0.90;(0.91%);2025-04-19
161;Bank of New York Mellon Corporation;BK;0.12%;76.34;0.61;(0.81%);2025-04-19
162;Aflac Inc.;AFL;0.12%;107.44;0.10;(0.09%);2025-04-19
163;Csx Corporation;CSX;0.12%;27.68;0.33;(1.21%);2025-04-19
164;Oneok, Inc.;OKE;0.12%;86.23;1.43;(1.69%);2025-04-19
165;Copart Inc;CPRT;0.12%;59.68;0.24;(0.40%);2025-04-19
166;Kinder Morgan, Inc.;KMI;0.12%;27.10;0.15;(0.56%);2025-04-19
167;The Allstate Corporation;ALL;0.12%;194.66;0.42;(0.22%);2025-04-19
168;Johnson Controls International Plc;JCI;0.11%;76.83;0.17;(0.22%);2025-04-19
169;Hilton Worldwide Holdings Inc.;HLT;0.11%;210.45;1.36;(0.65%);2025-04-19
170;Howmet Aerospace Inc.;HWM;0.11%;123.23;-0.70;(-0.56%);2025-04-19
171;Realty Income Corporation;O;0.11%;58.32;1.06;(1.85%);2025-04-19
172;Marriot International Class A;MAR;0.11%;220.41;1.62;(0.74%);2025-04-19
173;Republic Services Inc.;RSG;0.11%;243.28;-0.33;(-0.14%);2025-04-19
174;Cencora, Inc.;COR;0.11%;286.74;2.30;(0.81%);2025-04-19
175;Airbnb, Inc. Class A;ABNB;0.11%;112.70;0.06;(0.05%);2025-04-19
176;Workday, Inc. Class A;WDAY;0.11%;221.02;-6.69;(-2.94%);2025-04-19
177;Norfolk Southern Corp.;NSC;0.11%;219.84;5.81;(2.71%);2025-04-19
178;American International Group, Inc.;AIG;0.11%;81.14;0.17;(0.21%);2025-04-19
179;Freeport-Mcmoran Inc.;FCX;0.11%;32.90;-0.42;(-1.26%);2025-04-19
180;Schlumberger Limited;SLB;0.11%;35.11;0.96;(2.81%);2025-04-19
181;Carrier Global Corporation;CARR;0.11%;59.90;0.71;(1.20%);2025-04-19
182;Royal Caribbean Group;RCL;0.11%;192.69;0.99;(0.52%);2025-04-19
183;Truist Financial Corporation;TFC;0.11%;35.90;-0.10;(-0.28%);2025-04-19
184;Digital Realty Trust, Inc.;DLR;0.10%;150.75;2.57;(1.73%);2025-04-19
185;Exelon Corporation;EXC;0.10%;47.26;0.75;(1.61%);2025-04-19
186;Paychex Inc;PAYX;0.10%;144.90;-0.67;(-0.46%);2025-04-19
187;Kimberly-Clark Corp.;KMB;0.10%;142.81;3.11;(2.23%);2025-04-19
188;Fair Isaac Corporation;FICO;0.10%;1,908.69;8.91;(0.47%);2025-04-19
189;Fastenal Co;FAST;0.10%;81.58;1.13;(1.40%);2025-04-19
190;The Kroger Co.;KR;0.10%;71.22;2.21;(3.20%);2025-04-19
191;Ross Stores Inc;ROST;0.10%;139.63;0.95;(0.69%);2025-04-19
192;Public Storage;PSA;0.10%;296.01;6.98;(2.41%);2025-04-19
193;Paccar Inc;PCAR;0.10%;88.17;1.36;(1.57%);2025-04-19
194;Simon Property Group, Inc.;SPG;0.10%;150.40;2.35;(1.59%);2025-04-19
195;Fedex Corporation;FDX;0.10%;207.55;3.99;(1.96%);2025-04-19
196;Dominion Energy, Inc;D;0.10%;53.17;0.11;(0.21%);2025-04-19
197;Sempra;SRE;0.10%;71.12;0.73;(1.04%);2025-04-19
198;Ameriprise Financial, Inc.;AMP;0.10%;464.56;1.34;(0.29%);2025-04-19
199;Crown Castle Inc.;CCI;0.10%;103.59;2.34;(2.31%);2025-04-19
200;General Motors Company;GM;0.10%;44.57;0.35;(0.79%);2025-04-19
201;W.W. Grainger, Inc.;GWW;0.10%;1,002.69;17.36;(1.76%);2025-04-19
202;Kenvue Inc.;KVUE;0.10%;23.39;0.66;(2.90%);2025-04-19
203;Nxp Semiconductors N.v.;NXPI;0.10%;170.74;2.15;(1.28%);2025-04-19
204;Msci, Inc.;MSCI;0.09%;546.89;4.33;(0.80%);2025-04-19
205;Keurig Dr Pepper Inc.;KDP;0.09%;35.40;0.29;(0.83%);2025-04-19
206;Edwards Lifesciences Corp;EW;0.09%;71.53;0.33;(0.46%);2025-04-19
207;Metlife, Inc.;MET;0.09%;72.55;0.85;(1.19%);2025-04-19
208;Axon Enterprise, Inc.;AXON;0.09%;559.53;-12.32;(-2.15%);2025-04-19
209;Target Corporation;TGT;0.09%;93.11;2.65;(2.93%);2025-04-19
210;Public Service Enterprise Group Incorporated;PEG;0.09%;83.36;0.33;(0.40%);2025-04-19
211;Verisk Analytics, Inc.;VRSK;0.09%;293.02;0.79;(0.27%);2025-04-19
212;L3harris Technologies, Inc.;LHX;0.09%;218.22;-0.66;(-0.30%);2025-04-19
213;Monster Beverage Corporation;MNST;0.09%;58.41;0.46;(0.79%);2025-04-19
214;Corteva, Inc.;CTVA;0.09%;59.74;0.54;(0.91%);2025-04-19
215;Phillips 66;PSX;0.09%;99.10;2.53;(2.62%);2025-04-19
216;Yum! Brands, Inc.;YUM;0.09%;143.31;0.74;(0.52%);2025-04-19
217;Quanta Services, Inc.;PWR;0.09%;267.22;-2.23;(-0.83%);2025-04-19
218;Xcel Energy, Inc.;XEL;0.09%;70.13;1.03;(1.49%);2025-04-19
219;Vistra Corp.;VST;0.09%;115.42;-0.45;(-0.39%);2025-04-19
220;Discover Financial Services;DFS;0.09%;159.63;3.32;(2.12%);2025-04-19
221;Marathon Petroleum Corporation;MPC;0.09%;127.72;3.65;(2.94%);2025-04-19
222;Consolidated Edison, Inc.;ED;0.09%;112.10;0.66;(0.59%);2025-04-19
223;Cummins Inc.;CMI;0.09%;281.81;1.25;(0.45%);2025-04-19
224;Otis Worldwide Corporation;OTIS;0.09%;98.52;1.74;(1.80%);2025-04-19
225;United Rentals, Inc.;URI;0.09%;591.50;6.27;(1.07%);2025-04-19
226;Te Connectivity Plc;TEL;0.08%;129.24;2.34;(1.84%);2025-04-19
227;Baker Hughes Company;BKR;0.08%;38.91;0.78;(2.05%);2025-04-19
228;Targa Resources Corp.;TRGP;0.08%;174.57;1.89;(1.09%);2025-04-19
229;Pg&e Corporation;PCG;0.08%;17.23;0.05;(0.29%);2025-04-19
230;Ametek, Inc.;AME;0.08%;157.81;-0.71;(-0.45%);2025-04-19
231;Ford Motor Company;F;0.08%;9.63;0.23;(2.45%);2025-04-19
232;Fidelity National Information Services, Inc.;FIS;0.08%;74.58;5.94;(8.65%);2025-04-19
233;Hess Corporation;HES;0.08%;130.64;2.69;(2.10%);2025-04-19
234;Entergy Corporation;ETR;0.08%;83.27;1.03;(1.25%);2025-04-19
235;Prudential Financial, Inc.;PRU;0.08%;99.47;0.85;(0.86%);2025-04-19
236;Cbre Group, Inc.;CBRE;0.08%;117.62;0.41;(0.35%);2025-04-19
237;Arch Capital Group Ltd;ACGL;0.08%;92.57;0.19;(0.21%);2025-04-19
238;Cognizant Technology Solutions;CTSH;0.08%;69.44;-0.57;(-0.81%);2025-04-19
239;Sysco Corporation;SYY;0.08%;71.74;1.05;(1.49%);2025-04-19
240;Take-Two Interactive Software Inc;TTWO;0.08%;212.77;1.37;(0.65%);2025-04-19
241;Humana Inc.;HUM;0.08%;264.48;-21.13;(-7.40%);2025-04-19
242;Wec Energy Group, Inc.;WEC;0.08%;108.39;1.03;(0.96%);2025-04-19
243;Valero Energy Corporation;VLO;0.08%;110.06;2.93;(2.73%);2025-04-19
244;Electronic Arts Inc;EA;0.08%;145.61;2.64;(1.85%);2025-04-19
245;Vici Properties Inc.;VICI;0.08%;32.54;0.49;(1.53%);2025-04-19
246;The Hartford Financial Services Group, Inc.;HIG;0.08%;117.80;0.65;(0.55%);2025-04-19
247;D.R. Horton Inc.;DHI;0.07%;121.25;3.71;(3.16%);2025-04-19
248;Costar Group Inc;CSGP;0.07%;79.70;0.68;(0.86%);2025-04-19
249;Idexx Laboratories Inc;IDXX;0.07%;411.49;9.11;(2.26%);2025-04-19
250;Cardinal Health, Inc.;CAH;0.07%;134.71;0.35;(0.26%);2025-04-19
251;Willis Towers Watson Public Limited Companys;WTW;0.07%;321.00;-3.73;(-1.15%);2025-04-19
252;Charter Comm Inc Del Cl a;CHTR;0.07%;338.96;6.46;(1.94%);2025-04-19
253;Corning Incorporated;GLW;0.07%;41.52;0.24;(0.58%);2025-04-19
254;Vulcan Materials Company;VMC;0.07%;241.93;1.38;(0.57%);2025-04-19
255;Ebay Inc;EBAY;0.07%;66.26;0.79;(1.21%);2025-04-19
256;General Mills, Inc.;GIS;0.07%;57.51;1.04;(1.84%);2025-04-19
257;Resmed Inc.;RMD;0.07%;212.91;1.42;(0.67%);2025-04-19
258;Gartner, Inc.;IT;0.07%;401.65;-0.64;(-0.16%);2025-04-19
259;Centene Corporation;CNC;0.07%;60.70;-1.28;(-2.07%);2025-04-19
260;Eqt Corp;EQT;0.07%;50.98;0.13;(0.26%);2025-04-19
261;Martin Marietta Materials;MLM;0.07%;494.24;3.17;(0.65%);2025-04-19
262;Nasdaq, Inc.;NDAQ;0.07%;72.18;0.49;(0.68%);2025-04-19
263;Ventas, Inc.;VTR;0.07%;67.93;0.30;(0.44%);2025-04-19
264;Extra Space Storage, Inc.;EXR;0.07%;141.18;2.96;(2.14%);2025-04-19
265;Agilent Technologies Inc.;A;0.07%;102.48;-0.22;(-0.21%);2025-04-19
266;Garmin Ltd;GRMN;0.06%;190.61;1.65;(0.87%);2025-04-19
267;Wabtec Inc.;WAB;0.06%;170.93;1.22;(0.72%);2025-04-19
268;Ingersoll Rand Inc.;IR;0.06%;72.04;0.68;(0.95%);2025-04-19
269;American Water Works Company, Inc;AWK;0.06%;148.40;2.00;(1.37%);2025-04-19
270;Constellation Brands, Inc.;STZ;0.06%;186.63;3.60;(1.97%);2025-04-19
271;Avalonbay Communities, Inc.;AVB;0.06%;203.38;3.32;(1.66%);2025-04-19
272;Brown & Brown, Inc.;BRO;0.06%;117.22;-1.58;(-1.33%);2025-04-19
273;Ge Healthcare Technologies Inc.;GEHC;0.06%;62.37;0.89;(1.45%);2025-04-19
274;Lululemon Athletica Inc.;LULU;0.06%;251.08;1.71;(0.69%);2025-04-19
275;Old Dominion Freight Line;ODFL;0.06%;153.75;5.90;(3.99%);2025-04-19
276;Broadridge Financial Solutions Inc;BR;0.06%;235.85;0.56;(0.24%);2025-04-19
277;Dte Energy Company;DTE;0.06%;133.55;1.53;(1.16%);2025-04-19
278;Equifax, Incorporated;EFX;0.06%;221.25;1.97;(0.90%);2025-04-19
279;Dexcom, Inc.;DXCM;0.06%;68.57;-0.16;(-0.23%);2025-04-19
280;Xylem Inc;XYL;0.06%;110.42;1.23;(1.13%);2025-04-19
281;Ameren Corporation;AEE;0.06%;98.65;0.65;(0.66%);2025-04-19
282;Ansys Inc;ANSS;0.06%;302.74;1.15;(0.38%);2025-04-19
283;Tractor Supply Co;TSCO;0.06%;50.16;0.80;(1.62%);2025-04-19
284;M&t Bank Corp.;MTB;0.06%;160.23;1.33;(0.84%);2025-04-19
285;Ppl Corporation;PPL;0.06%;35.72;0.44;(1.25%);2025-04-19
286;Delta Air Lines, Inc.;DAL;0.06%;40.85;0.26;(0.64%);2025-04-19
287;Dell Technologies Inc.;DELL;0.06%;84.80;1.44;(1.73%);2025-04-19
288;Occidental Petroleum Corporation;OXY;0.06%;39.71;1.26;(3.28%);2025-04-19
289;Rockwell Automation, Inc.;ROK;0.06%;232.29;4.18;(1.83%);2025-04-19
290;Nucor Corporation;NUE;0.06%;110.50;1.55;(1.42%);2025-04-19
291;Church & Dwight Co., Inc.;CHD;0.06%;105.37;2.41;(2.34%);2025-04-19
292;The Kraft Heinz Company;KHC;0.06%;29.46;0.65;(2.26%);2025-04-19
293;Monolithic Power Systems, Inc.;MPWR;0.06%;523.58;-1.28;(-0.24%);2025-04-19
294;Iqvia Holdings Inc.;IQV;0.06%;143.91;-4.53;(-3.05%);2025-04-19
295;Atmos Energy Corporation;ATO;0.06%;157.54;1.23;(0.79%);2025-04-19
296;Dupont De Nemours, Inc.;DD;0.06%;60.14;0.89;(1.50%);2025-04-19
297;Tyler Technologies, Inc.;TYL;0.05%;570.20;0.91;(0.16%);2025-04-19
298;Diamondback Energy, Inc.;FANG;0.05%;137.64;7.42;(5.70%);2025-04-19
299;International Paper Co.;IP;0.05%;46.28;-0.02;(-0.04%);2025-04-19
300;The Hershey Company;HSY;0.05%;166.59;2.36;(1.44%);2025-04-19
301;Iron Mountain Inc.;IRM;0.05%;84.21;1.58;(1.91%);2025-04-19
302;Sba Communications Corp;SBAC;0.05%;229.06;3.39;(1.50%);2025-04-19
303;Raymond James Financial, Inc.;RJF;0.05%;133.46;1.28;(0.97%);2025-04-19
304;Godaddy Inc;GDDY;0.05%;171.78;-0.42;(-0.24%);2025-04-19
305;Texas Pacific Land Corporation;TPL;0.05%;1,298.64;21.06;(1.65%);2025-04-19
306;Lennar Corporation Class A;LEN;0.05%;104.73;1.97;(1.92%);2025-04-19
307;Centerpoint Energy, Inc.;CNP;0.05%;37.16;0.38;(1.03%);2025-04-19
308;Keysight Technologies, Inc.;KEYS;0.05%;135.46;0.67;(0.50%);2025-04-19
309;Darden Restaurants, Inc.;DRI;0.05%;200.22;2.35;(1.19%);2025-04-19
310;Fifth Third Bancorp;FITB;0.05%;34.15;-0.25;(-0.73%);2025-04-19
311;State Street Corporation;STT;0.05%;81.26;1.63;(2.05%);2025-04-19
312;Equity Residential;EQR;0.05%;68.24;1.19;(1.77%);2025-04-19
313;Ppg Industries, Inc.;PPG;0.05%;100.05;1.63;(1.66%);2025-04-19
314;Cboe Global Markets, Inc.;CBOE;0.05%;217.07;-0.90;(-0.41%);2025-04-19
315;Dover Corporation;DOV;0.05%;161.08;-0.88;(-0.54%);2025-04-19
316;Fortive Corporation;FTV;0.05%;65.44;0.44;(0.68%);2025-04-19
317;Kellanova;K;0.05%;82.37;0.08;(0.10%);2025-04-19
