#;Company;Symbol;Weight;Price;Chg;% Chg;Date
65;Union Pacific Corp.;UNP;0.29%;214.90;-4.88;(-2.22%);2025-04-24
66;The Charles Schwab Corporation;SCHW;0.29%;79.24;1.39;(1.79%);2025-04-24
67;Gilead Sciences Inc;GILD;0.29%;106.06;-0.32;(-0.30%);2025-04-24
68;Comcast Corp;CMCSA;0.29%;32.94;-1.53;(-4.45%);2025-04-24
69;Blackrock, Inc.;BLK;0.28%;914.22;21.68;(2.43%);2025-04-24
70;Boeing Company;BA;0.28%;175.95;3.58;(2.07%);2025-04-24
71;Honeywell International, Inc.;HON;0.28%;200.86;3.55;(1.80%);2025-04-24
72;Pfizer Inc.;PFE;0.28%;22.75;0.36;(1.59%);2025-04-24
73;Vertex Pharmaceuticals Inc;VRTX;0.28%;488.61;-3.81;(-0.77%);2025-04-24
74;Danaher Corporation;DHR;0.28%;196.20;-0.11;(-0.06%);2025-04-24
75;Citigroup Inc.;C;0.27%;67.95;1.65;(2.49%);2025-04-24
76;T-Mobile Us, Inc.;TMUS;0.27%;262.72;3.37;(1.30%);2025-04-24
77;Fiserv, Inc.;FI;0.27%;179.55;-37.55;(-17.30%);2025-04-24
78;Lowe's Companies Inc.;LOW;0.27%;222.57;4.81;(2.21%);2025-04-24
79;Stryker Corporation;SYK;0.27%;359.75;2.64;(0.74%);2025-04-24
80;Automatic Data Processing;ADP;0.26%;293.50;-0.05;(-0.02%);2025-04-24
81;Applied Materials Inc;AMAT;0.26%;149.58;6.00;(4.18%);2025-04-24
82;Deere & Company;DE;0.25%;464.13;7.69;(1.68%);2025-04-24
83;Conocophillips;COP;0.25%;91.79;1.86;(2.06%);2025-04-24
84;Palo Alto Networks, Inc.;PANW;0.24%;175.37;7.05;(4.19%);2025-04-24
85;Eaton Corporation, Plcs;ETN;0.24%;285.35;9.69;(3.52%);2025-04-24
86;Marsh & Mclennan Companies, Inc.;MMC;0.24%;218.17;-0.87;(-0.40%);2025-04-24
87;Medtronic Plc;MDT;0.24%;84.05;0.30;(0.36%);2025-04-24
88;Chubb Limited;CB;0.23%;281.80;-2.69;(-0.95%);2025-04-24
89;The Southern Company;SO;0.22%;91.02;-0.11;(-0.12%);2025-04-24
90;American Tower Corporation;AMT;0.22%;212.07;-0.53;(-0.25%);2025-04-24
91;Altria Group, Inc.;MO;0.22%;58.60;0.03;(0.06%);2025-04-24
92;Elevance Health, Inc.;ELV;0.22%;424.36;-2.51;(-0.59%);2025-04-24
93;Bristol-Myers Squibb Co.;BMY;0.22%;48.29;-0.25;(-0.50%);2025-04-24
94;Lockheed Martin Corp.;LMT;0.21%;464.82;1.27;(0.27%);2025-04-24
95;Crowdstrike Holdings, Inc. Class A;CRWD;0.21%;411.86;26.11;(6.77%);2025-04-24
96;Duke Energy Corporation;DUK;0.21%;121.05;-0.37;(-0.30%);2025-04-24
97;Cme Group Inc.;CME;0.21%;265.30;3.82;(1.46%);2025-04-24
98;Starbucks Corp;SBUX;0.21%;83.12;0.31;(0.38%);2025-04-24
99;Prologis, Inc.;PLD;0.21%;103.22;1.73;(1.71%);2025-04-24
100;Blackstone Inc.;BX;0.20%;135.52;8.52;(6.71%);2025-04-24
101;Ge Vernova Inc.;GEV;0.20%;362.34;26.25;(7.81%);2025-04-24
102;Intercontinental Exchange  Inc.;ICE;0.20%;162.95;1.96;(1.22%);2025-04-24
103;The Cigna Group;CI;0.20%;335.32;-1.37;(-0.41%);2025-04-24
104;Analog Devices, Inc.;ADI;0.20%;196.31;13.20;(7.21%);2025-04-24
105;Welltower Inc.;WELL;0.20%;148.08;0.42;(0.29%);2025-04-24
106;Intel Corp;INTC;0.20%;21.32;0.73;(3.53%);2025-04-24
107;Kla Corporation;KLAC;0.19%;686.70;29.59;(4.50%);2025-04-24
108;Mondelez International, Inc. Class A;MDLZ;0.19%;65.73;-1.65;(-2.45%);2025-04-24
109;Mckesson Corporation;MCK;0.19%;688.43;-3.84;(-0.55%);2025-04-24
110;Amphenol Corporation;APH;0.19%;75.77;4.61;(6.49%);2025-04-24
111;Lam Research Corp;LRCX;0.19%;70.99;4.26;(6.38%);2025-04-24
112;Arthur J. Gallagher & Co.;AJG;0.19%;330.77;-1.03;(-0.31%);2025-04-24
113;Waste Management, Inc.;WM;0.18%;226.74;-1.89;(-0.83%);2025-04-24
114;Cvs Health Corporation;CVS;0.18%;65.41;-0.16;(-0.25%);2025-04-24
115;Micron Technology, Inc.;MU;0.18%;76.95;4.02;(5.51%);2025-04-24
116;Aon Plc Class A;AON;0.18%;365.34;-3.50;(-0.95%);2025-04-24
117;O'reilly Automotive, Inc.;ORLY;0.17%;1,350.35;-30.15;(-2.18%);2025-04-24
118;Equinix, Inc. Reit;EQIX;0.17%;817.79;8.33;(1.03%);2025-04-24
119;The Sherwin-Williams Company;SHW;0.17%;334.73;3.48;(1.05%);2025-04-24
120;Colgate-Palmolive Company;CL;0.17%;92.74;-1.15;(-1.23%);2025-04-24
121;Transdigm Group Incorporated;TDG;0.17%;1,364.07;12.07;(0.89%);2025-04-24
122;Trane Technologies Plc;TT;0.17%;341.85;5.98;(1.78%);2025-04-24
123;Parker-Hannifin Corporation;PH;0.16%;596.42;15.61;(2.69%);2025-04-24
124;3m Company;MMM;0.16%;139.34;3.28;(2.41%);2025-04-24
125;Arista Networks;ANET;0.16%;75.29;4.53;(6.40%);2025-04-24
126;Cadence Design Systems;CDNS;0.16%;282.63;17.21;(6.48%);2025-04-24
127;Kkr & Co. Inc.;KKR;0.16%;113.60;6.78;(6.35%);2025-04-24
128;Williams Companies Inc.;WMB;0.16%;59.89;1.41;(2.40%);2025-04-24
129;Cintas Corp;CTAS;0.16%;208.87;1.18;(0.57%);2025-04-24
130;United Parcel Service, Inc. Class B;UPS;0.16%;98.54;1.33;(1.36%);2025-04-24
131;Motorola Solutions, Inc.;MSI;0.16%;428.47;4.31;(1.02%);2025-04-24
132;Nike, Inc.;NKE;0.15%;57.85;0.45;(0.79%);2025-04-24
133;Zoetis Inc.;ZTS;0.15%;152.27;1.36;(0.90%);2025-04-24
134;General Dynamics Corporation;GD;0.15%;268.98;3.25;(1.22%);2025-04-24
135;Capital One Financial;COF;0.15%;184.62;8.16;(4.63%);2025-04-24
136;Moody's Corporation;MCO;0.15%;440.52;9.75;(2.26%);2025-04-24
137;Chipotle Mexican Grill, Inc.;CMG;0.14%;49.04;0.28;(0.58%);2025-04-24
138;Constellation Energy Corporation;CEG;0.14%;218.30;8.49;(4.05%);2025-04-24
139;Synopsys Inc;SNPS;0.14%;438.75;16.52;(3.91%);2025-04-24
140;Northrop Grumman Corp.;NOC;0.14%;463.39;-9.26;(-1.96%);2025-04-24
141;Illinois Tool Works Inc.;ITW;0.14%;241.25;4.55;(1.92%);2025-04-24
142;Eog Resources, Inc.;EOG;0.14%;113.27;1.70;(1.53%);2025-04-24
143;Pnc Financial Services Group;PNC;0.14%;159.73;2.32;(1.47%);2025-04-24
144;Regeneron Pharmaceuticals Inc;REGN;0.14%;591.14;3.29;(0.56%);2025-04-24
145;Paypal Holdings, Inc.;PYPL;0.14%;64.34;1.88;(3.01%);2025-04-24
146;Fortinet, Inc.;FTNT;0.14%;100.71;3.71;(3.82%);2025-04-24
147;U.S. Bancorp;USB;0.14%;40.08;0.57;(1.43%);2025-04-24
148;Doordash, Inc. Class A;DASH;0.13%;185.49;4.30;(2.37%);2025-04-24
149;Autozone, Inc.;AZO;0.13%;3,582.30;-69.81;(-1.91%);2025-04-24
150;Newmont Corporation;NEM;0.13%;55.31;2.16;(4.07%);2025-04-24
151;Hca Healthcare, Inc.;HCA;0.13%;341.02;5.03;(1.50%);2025-04-24
152;Ecolab, Inc.;ECL;0.13%;239.31;1.36;(0.57%);2025-04-24
153;Roper Technologies, Inc.;ROP;0.13%;559.01;7.92;(1.44%);2025-04-24
154;Air Products & Chemicals, Inc.;APD;0.13%;268.14;3.40;(1.28%);2025-04-24
155;The Travelers Companies, Inc.;TRV;0.13%;259.55;0.47;(0.18%);2025-04-24
156;Becton, Dickinson and Co.;BDX;0.13%;203.62;1.30;(0.64%);2025-04-24
157;American Electric Power Company, Inc.;AEP;0.13%;107.17;0.15;(0.14%);2025-04-24
158;Emerson Electric Co.;EMR;0.12%;104.74;3.67;(3.63%);2025-04-24
159;Autodesk Inc;ADSK;0.12%;271.88;7.44;(2.81%);2025-04-24
160;Apollo Global Management, Inc.;APO;0.12%;133.12;6.57;(5.19%);2025-04-24
161;Bank of New York Mellon Corporation;BK;0.12%;79.12;1.39;(1.78%);2025-04-24
162;Aflac Inc.;AFL;0.12%;108.99;0.56;(0.51%);2025-04-24
163;Copart Inc;CPRT;0.12%;61.64;0.59;(0.97%);2025-04-24
164;Csx Corporation;CSX;0.12%;28.07;0.48;(1.75%);2025-04-24
165;Marriot International Class A;MAR;0.12%;236.72;6.93;(3.02%);2025-04-24
166;Oneok, Inc.;OKE;0.12%;86.45;1.79;(2.12%);2025-04-24
167;Howmet Aerospace Inc.;HWM;0.12%;133.98;4.28;(3.30%);2025-04-24
168;Hilton Worldwide Holdings Inc.;HLT;0.11%;219.69;4.33;(2.01%);2025-04-24
169;Johnson Controls International Plc;JCI;0.11%;80.23;1.95;(2.49%);2025-04-24
170;The Allstate Corporation;ALL;0.11%;195.09;0.36;(0.19%);2025-04-24
171;Kinder Morgan, Inc.;KMI;0.11%;26.91;0.30;(1.15%);2025-04-24
172;Royal Caribbean Group;RCL;0.11%;211.39;3.89;(1.87%);2025-04-24
173;Airbnb, Inc. Class A;ABNB;0.11%;121.17;2.89;(2.44%);2025-04-24
174;Realty Income Corporation;O;0.11%;57.14;-0.91;(-1.57%);2025-04-24
175;Freeport-Mcmoran Inc.;FCX;0.11%;37.42;2.23;(6.34%);2025-04-24
176;Norfolk Southern Corp.;NSC;0.11%;227.62;5.67;(2.56%);2025-04-24
177;Cencora, Inc.;COR;0.11%;283.01;-1.70;(-0.60%);2025-04-24
178;Republic Services Inc.;RSG;0.11%;241.30;-0.07;(-0.03%);2025-04-24
179;Truist Financial Corporation;TFC;0.11%;38.00;0.86;(2.31%);2025-04-24
180;American International Group, Inc.;AIG;0.11%;82.53;0.88;(1.08%);2025-04-24
181;Workday, Inc. Class A;WDAY;0.11%;236.45;11.58;(5.15%);2025-04-24
182;Digital Realty Trust, Inc.;DLR;0.11%;154.43;2.84;(1.87%);2025-04-24
183;The Kroger Co.;KR;0.11%;71.26;-0.74;(-1.03%);2025-04-24
184;Schlumberger Limited;SLB;0.10%;34.90;0.87;(2.56%);2025-04-24
185;Carrier Global Corporation;CARR;0.10%;60.32;1.72;(2.93%);2025-04-24
186;Exelon Corporation;EXC;0.10%;46.44;-0.36;(-0.77%);2025-04-24
187;Simon Property Group, Inc.;SPG;0.10%;155.79;2.51;(1.64%);2025-04-24
188;Fair Isaac Corporation;FICO;0.10%;1,938.02;11.96;(0.62%);2025-04-24
189;Fedex Corporation;FDX;0.10%;213.58;2.53;(1.20%);2025-04-24
190;Paccar Inc;PCAR;0.10%;92.36;3.28;(3.68%);2025-04-24
191;Public Storage;PSA;0.10%;295.48;0.25;(0.08%);2025-04-24
192;Sempra;SRE;0.10%;74.37;1.06;(1.44%);2025-04-24
193;Nxp Semiconductors N.v.;NXPI;0.10%;193.68;12.81;(7.08%);2025-04-24
194;Fastenal Co;FAST;0.10%;82.01;1.82;(2.27%);2025-04-24
195;Paychex Inc;PAYX;0.10%;143.88;0.66;(0.46%);2025-04-24
196;General Motors Company;GM;0.10%;46.81;0.97;(2.11%);2025-04-24
197;Ross Stores Inc;ROST;0.10%;139.50;1.28;(0.92%);2025-04-24
198;Ameriprise Financial, Inc.;AMP;0.10%;475.78;3.93;(0.83%);2025-04-24
199;Discover Financial Services;DFS;0.10%;186.91;8.22;(4.60%);2025-04-24
200;Dominion Energy, Inc;D;0.10%;53.37;0.04;(0.08%);2025-04-24
201;Crown Castle Inc.;CCI;0.10%;101.69;-0.59;(-0.58%);2025-04-24
202;Kimberly-Clark Corp.;KMB;0.10%;132.60;-0.81;(-0.60%);2025-04-24
203;Kenvue Inc.;KVUE;0.10%;22.84;-0.11;(-0.46%);2025-04-24
204;W.W. Grainger, Inc.;GWW;0.10%;1,014.36;22.04;(2.22%);2025-04-24
205;Metlife, Inc.;MET;0.09%;75.86;1.62;(2.18%);2025-04-24
206;Phillips 66;PSX;0.09%;104.59;1.81;(1.76%);2025-04-24
207;Marathon Petroleum Corporation;MPC;0.09%;136.93;2.63;(1.96%);2025-04-24
208;Target Corporation;TGT;0.09%;94.76;2.60;(2.83%);2025-04-24
209;Keurig Dr Pepper Inc.;KDP;0.09%;34.66;-0.53;(-1.51%);2025-04-24
210;Fidelity National Information Services, Inc.;FIS;0.09%;80.43;1.02;(1.28%);2025-04-24
211;Corteva, Inc.;CTVA;0.09%;61.67;0.60;(0.98%);2025-04-24
212;Axon Enterprise, Inc.;AXON;0.09%;589.40;12.50;(2.17%);2025-04-24
213;Edwards Lifesciences Corp;EW;0.09%;74.68;4.22;(5.98%);2025-04-24
214;Msci, Inc.;MSCI;0.09%;535.96;2.55;(0.48%);2025-04-24
215;Monster Beverage Corporation;MNST;0.09%;58.64;-0.45;(-0.76%);2025-04-24
216;Xcel Energy, Inc.;XEL;0.09%;70.58;-0.97;(-1.36%);2025-04-24
217;Verisk Analytics, Inc.;VRSK;0.09%;288.95;-1.10;(-0.38%);2025-04-24
218;Vistra Corp.;VST;0.09%;124.65;4.65;(3.88%);2025-04-24
219;Yum! Brands, Inc.;YUM;0.09%;146.33;0.16;(0.11%);2025-04-24
220;Public Service Enterprise Group Incorporated;PEG;0.09%;81.84;-0.00;(-0.00%);2025-04-24
221;L3harris Technologies, Inc.;LHX;0.09%;217.08;0.77;(0.36%);2025-04-24
222;Te Connectivity Plc;TEL;0.09%;143.39;7.33;(5.39%);2025-04-24
223;Quanta Services, Inc.;PWR;0.09%;282.44;8.13;(2.96%);2025-04-24
224;Consolidated Edison, Inc.;ED;0.09%;111.57;-0.95;(-0.84%);2025-04-24
225;Cummins Inc.;CMI;0.09%;293.56;9.88;(3.48%);2025-04-24
226;United Rentals, Inc.;URI;0.08%;656.29;67.07;(11.38%);2025-04-24
227;Pg&e Corporation;PCG;0.08%;17.43;-0.11;(-0.66%);2025-04-24
228;Ford Motor Company;F;0.08%;10.04;0.26;(2.61%);2025-04-24
229;Targa Resources Corp.;TRGP;0.08%;177.75;5.40;(3.13%);2025-04-24
230;Ametek, Inc.;AME;0.08%;166.60;4.41;(2.72%);2025-04-24
231;Otis Worldwide Corporation;OTIS;0.08%;92.72;0.42;(0.46%);2025-04-24
232;Valero Energy Corporation;VLO;0.08%;112.60;-1.90;(-1.66%);2025-04-24
233;Entergy Corporation;ETR;0.08%;84.81;0.55;(0.65%);2025-04-24
234;Cbre Group, Inc.;CBRE;0.08%;126.46;4.41;(3.62%);2025-04-24
235;Prudential Financial, Inc.;PRU;0.08%;103.91;2.31;(2.28%);2025-04-24
236;Hess Corporation;HES;0.08%;132.57;2.54;(1.95%);2025-04-24
237;Sysco Corporation;SYY;0.08%;72.44;-0.45;(-0.62%);2025-04-24
238;Baker Hughes Company;BKR;0.08%;36.22;0.33;(0.91%);2025-04-24
239;D.R. Horton Inc.;DHI;0.08%;125.84;1.05;(0.84%);2025-04-24
240;Cognizant Technology Solutions;CTSH;0.08%;72.01;0.97;(1.37%);2025-04-24
241;Idexx Laboratories Inc;IDXX;0.08%;437.88;11.25;(2.64%);2025-04-24
242;Take-Two Interactive Software Inc;TTWO;0.08%;222.45;9.15;(4.29%);2025-04-24
243;Arch Capital Group Ltd;ACGL;0.08%;92.14;-0.37;(-0.40%);2025-04-24
244;Vici Properties Inc.;VICI;0.08%;32.49;-0.23;(-0.72%);2025-04-24
245;Costar Group Inc;CSGP;0.08%;82.77;0.94;(1.15%);2025-04-24
246;Wec Energy Group, Inc.;WEC;0.08%;109.11;0.34;(0.32%);2025-04-24
247;The Hartford Insurance Group, Inc.;HIG;0.08%;119.22;0.17;(0.14%);2025-04-24
248;Electronic Arts Inc;EA;0.07%;145.43;1.70;(1.18%);2025-04-24
249;Corning Incorporated;GLW;0.07%;43.99;1.02;(2.37%);2025-04-24
250;Charter Comm Inc Del Cl a;CHTR;0.07%;337.58;0.07;(0.02%);2025-04-24
251;Cardinal Health, Inc.;CAH;0.07%;135.57;1.13;(0.84%);2025-04-24
252;Willis Towers Watson Public Limited Companys;WTW;0.07%;311.51;-14.18;(-4.35%);2025-04-24
253;Vulcan Materials Company;VMC;0.07%;248.82;4.28;(1.75%);2025-04-24
254;Ebay Inc;EBAY;0.07%;67.07;0.44;(0.66%);2025-04-24
255;Humana Inc.;HUM;0.07%;265.89;2.28;(0.86%);2025-04-24
256;General Mills, Inc.;GIS;0.07%;56.59;-0.69;(-1.20%);2025-04-24
257;Resmed Inc.;RMD;0.07%;238.89;24.45;(11.40%);2025-04-24
258;Gartner, Inc.;IT;0.07%;415.53;9.03;(2.22%);2025-04-24
259;Wabtec Inc.;WAB;0.07%;186.06;4.09;(2.25%);2025-04-24
260;Equifax, Incorporated;EFX;0.07%;257.55;8.24;(3.30%);2025-04-24
261;Centene Corporation;CNC;0.07%;61.00;-1.12;(-1.80%);2025-04-24
262;Martin Marietta Materials;MLM;0.07%;507.86;9.52;(1.91%);2025-04-24
263;Nasdaq, Inc.;NDAQ;0.07%;74.12;0.62;(0.84%);2025-04-24
264;Ventas, Inc.;VTR;0.07%;68.52;-0.12;(-0.17%);2025-04-24
265;Extra Space Storage, Inc.;EXR;0.07%;142.42;1.12;(0.79%);2025-04-24
266;Agilent Technologies Inc.;A;0.07%;106.28;1.28;(1.22%);2025-04-24
267;Garmin Ltd;GRMN;0.07%;198.41;4.58;(2.36%);2025-04-24
268;Lululemon Athletica Inc.;LULU;0.07%;269.83;3.98;(1.50%);2025-04-24
269;Ge Healthcare Technologies Inc.;GEHC;0.07%;66.37;1.48;(2.28%);2025-04-24
270;Ingersoll Rand Inc.;IR;0.06%;75.49;2.12;(2.89%);2025-04-24
271;Avalonbay Communities, Inc.;AVB;0.06%;207.42;1.00;(0.48%);2025-04-24
272;Constellation Brands, Inc.;STZ;0.06%;186.03;-1.25;(-0.67%);2025-04-24
273;Eqt Corp;EQT;0.06%;48.98;0.23;(0.46%);2025-04-24
274;Old Dominion Freight Line;ODFL;0.06%;157.01;3.78;(2.47%);2025-04-24
275;American Water Works Company, Inc;AWK;0.06%;145.69;-1.48;(-1.01%);2025-04-24
276;Dte Energy Company;DTE;0.06%;137.05;0.88;(0.65%);2025-04-24
277;Brown & Brown, Inc.;BRO;0.06%;117.45;-0.75;(-0.63%);2025-04-24
278;Dell Technologies Inc.;DELL;0.06%;93.41;4.25;(4.76%);2025-04-24
279;Broadridge Financial Solutions Inc;BR;0.06%;237.83;1.57;(0.67%);2025-04-24
280;Xylem Inc;XYL;0.06%;115.56;2.21;(1.95%);2025-04-24
281;M&t Bank Corp.;MTB;0.06%;169.26;3.91;(2.37%);2025-04-24
282;Tractor Supply Co;TSCO;0.06%;48.87;-1.86;(-3.68%);2025-04-24
283;Rockwell Automation, Inc.;ROK;0.06%;247.34;7.50;(3.13%);2025-04-24
284;Ansys Inc;ANSS;0.06%;316.88;8.28;(2.68%);2025-04-24
285;Occidental Petroleum Corporation;OXY;0.06%;40.42;0.59;(1.48%);2025-04-24
286;Ppl Corporation;PPL;0.06%;36.50;0.26;(0.73%);2025-04-24
287;Ameren Corporation;AEE;0.06%;99.19;0.56;(0.57%);2025-04-24
288;Delta Air Lines, Inc.;DAL;0.06%;42.00;0.60;(1.45%);2025-04-24
289;Dupont De Nemours, Inc.;DD;0.06%;66.13;3.07;(4.86%);2025-04-24
290;Nucor Corporation;NUE;0.06%;115.23;3.29;(2.94%);2025-04-24
291;The Kraft Heinz Company;KHC;0.06%;29.53;-0.57;(-1.88%);2025-04-24
292;Dexcom, Inc.;DXCM;0.06%;70.31;3.45;(5.16%);2025-04-24
293;Monolithic Power Systems, Inc.;MPWR;0.06%;580.14;43.16;(8.04%);2025-04-24
294;Diamondback Energy, Inc.;FANG;0.06%;136.47;0.93;(0.69%);2025-04-24
295;Atmos Energy Corporation;ATO;0.06%;158.94;-0.65;(-0.41%);2025-04-24
296;Lennar Corporation Class A;LEN;0.06%;108.64;1.07;(1.00%);2025-04-24
297;Texas Pacific Land Corporation;TPL;0.05%;1,336.95;6.25;(0.47%);2025-04-24
298;Godaddy Inc;GDDY;0.05%;181.36;3.35;(1.88%);2025-04-24
299;Church & Dwight Co., Inc.;CHD;0.05%;99.98;-2.15;(-2.10%);2025-04-24
300;Raymond James Financial, Inc.;RJF;0.05%;137.32;1.99;(1.47%);2025-04-24
301;Iron Mountain Inc.;IRM;0.05%;85.73;1.50;(1.78%);2025-04-24
302;State Street Corporation;STT;0.05%;87.95;2.43;(2.84%);2025-04-24
303;The Hershey Company;HSY;0.05%;164.20;-2.41;(-1.44%);2025-04-24
304;Iqvia Holdings Inc.;IQV;0.05%;150.08;3.01;(2.05%);2025-04-24
305;International Paper Co.;IP;0.05%;47.64;0.89;(1.91%);2025-04-24
306;Tyler Technologies, Inc.;TYL;0.05%;544.56;-24.71;(-4.34%);2025-04-24
307;Centerpoint Energy, Inc.;CNP;0.05%;38.00;0.66;(1.76%);2025-04-24
308;Sba Communications Corp;SBAC;0.05%;224.77;0.87;(0.39%);2025-04-24
309;Keysight Technologies, Inc.;KEYS;0.05%;143.10;5.81;(4.23%);2025-04-24
310;Darden Restaurants, Inc.;DRI;0.05%;198.34;-3.43;(-1.70%);2025-04-24
311;Equity Residential;EQR;0.05%;69.40;0.02;(0.03%);2025-04-24
312;Ppg Industries, Inc.;PPG;0.05%;103.90;2.06;(2.03%);2025-04-24
313;Fifth Third Bancorp;FITB;0.05%;35.78;0.69;(1.97%);2025-04-24
314;Hp Inc.;HPQ;0.05%;25.13;0.50;(2.01%);2025-04-24
315;Archer Daniels Midland Company;ADM;0.05%;48.46;0.34;(0.70%);2025-04-24
316;Fortive Corporation;FTV;0.05%;68.43;1.37;(2.04%);2025-04-24
317;Dover Corporation;DOV;0.05%;170.31;3.96;(2.38%);2025-04-24
