#;Company;Symbol;Weight;Price;Chg;% Chg;Date
54;Adobe Inc.;ADBE;0.35%;378.01;3.03;(0.81%);2025-05-01
55;Advanced Micro Devices;AMD;0.33%;98.53;1.18;(1.21%);2025-05-01
56;S&p Global Inc.;SPGI;0.33%;503.10;3.05;(0.61%);2025-05-01
57;Amgen Inc;AMGN;0.33%;284.91;-6.01;(-2.07%);2025-05-01
58;Boston Scientific Corp.;BSX;0.32%;103.69;0.82;(0.80%);2025-05-01
59;American Express Company;AXP;0.31%;270.59;4.18;(1.57%);2025-05-01
60;Caterpillar Inc.;CAT;0.31%;313.35;4.08;(1.32%);2025-05-01
61;Texas Instruments Incorporated;TXN;0.31%;159.95;-0.10;(-0.06%);2025-05-01
62;Tjx Companies, Inc.;TJX;0.31%;127.98;-0.70;(-0.55%);2025-05-01
63;Morgan Stanley;MS;0.30%;117.32;1.90;(1.65%);2025-05-01
64;The Charles Schwab Corporation;SCHW;0.29%;81.92;0.52;(0.64%);2025-05-01
65;Pfizer Inc.;PFE;0.29%;24.08;-0.34;(-1.37%);2025-05-01
66;Nextra Energy, Inc.;NEE;0.29%;66.19;-0.69;(-1.03%);2025-05-01
67;Boeing Company;BA;0.29%;183.63;0.38;(0.21%);2025-05-01
68;Honeywell International, Inc.;HON;0.29%;210.79;0.29;(0.14%);2025-05-01
69;Blackrock, Inc.;BLK;0.28%;918.83;4.57;(0.50%);2025-05-01
70;Gilead Sciences Inc;GILD;0.28%;104.19;-2.35;(-2.21%);2025-05-01
71;Vertex Pharmaceuticals Inc;VRTX;0.28%;502.54;-6.96;(-1.37%);2025-05-01
72;Union Pacific Corp.;UNP;0.28%;214.07;-1.59;(-0.74%);2025-05-01
73;Comcast Corp;CMCSA;0.27%;33.74;-0.47;(-1.36%);2025-05-01
74;Citigroup Inc.;C;0.27%;68.67;0.29;(0.42%);2025-05-01
75;Stryker Corporation;SYK;0.27%;375.32;1.39;(0.37%);2025-05-01
76;Danaher Corporation;DHR;0.27%;197.28;-2.05;(-1.03%);2025-05-01
77;Lowe's Companies Inc.;LOW;0.27%;223.09;-0.47;(-0.21%);2025-05-01
78;Palo Alto Networks, Inc.;PANW;0.26%;187.83;0.90;(0.48%);2025-05-01
79;Applied Materials Inc;AMAT;0.26%;150.87;0.16;(0.11%);2025-05-01
80;Automatic Data Processing;ADP;0.26%;298.66;-1.94;(-0.64%);2025-05-01
81;T-Mobile Us, Inc.;TMUS;0.25%;246.09;-0.86;(-0.35%);2025-05-01
82;Deere & Company;DE;0.25%;482.13;18.57;(4.01%);2025-05-01
83;Eaton Corporation, Plcs;ETN;0.25%;302.18;7.81;(2.65%);2025-05-01
84;Conocophillips;COP;0.24%;90.22;1.10;(1.24%);2025-05-01
85;Marsh & Mclennan Companies, Inc.;MMC;0.23%;224.19;-1.28;(-0.57%);2025-05-01
86;Medtronic Plc;MDT;0.23%;83.85;-0.91;(-1.07%);2025-05-01
87;Chubb Limited;CB;0.23%;284.13;-1.95;(-0.68%);2025-05-01
88;Crowdstrike Holdings, Inc. Class A;CRWD;0.22%;436.51;7.64;(1.78%);2025-05-01
89;American Tower Corporation;AMT;0.22%;223.31;-2.10;(-0.93%);2025-05-01
90;Fiserv, Inc.;FI;0.22%;183.07;-1.50;(-0.81%);2025-05-01
91;Ge Vernova Inc.;GEV;0.22%;385.26;14.44;(3.89%);2025-05-01
92;Bristol-Myers Squibb Co.;BMY;0.22%;49.71;-0.49;(-0.97%);2025-05-01
93;The Southern Company;SO;0.21%;92.24;0.34;(0.38%);2025-05-01
94;Altria Group, Inc.;MO;0.21%;59.43;0.28;(0.47%);2025-05-01
95;Lockheed Martin Corp.;LMT;0.21%;476.18;-1.57;(-0.33%);2025-05-01
96;Cme Group Inc.;CME;0.21%;277.89;0.81;(0.29%);2025-05-01
97;Elevance Health, Inc.;ELV;0.21%;414.89;-5.69;(-1.35%);2025-05-01
98;Analog Devices, Inc.;ADI;0.20%;195.74;0.82;(0.42%);2025-05-01
99;Intercontinental Exchange  Inc.;ICE;0.20%;172.12;4.15;(2.47%);2025-05-01
100;Blackstone Inc.;BX;0.20%;134.70;2.98;(2.27%);2025-05-01
101;Duke Energy Corporation;DUK;0.20%;121.90;-0.12;(-0.10%);2025-05-01
102;Prologis, Inc.;PLD;0.20%;103.35;1.14;(1.12%);2025-05-01
103;Kla Corporation;KLAC;0.20%;687.13;-15.57;(-2.22%);2025-05-01
104;Amphenol Corporation;APH;0.20%;79.03;2.08;(2.70%);2025-05-01
105;The Cigna Group;CI;0.20%;337.83;-2.21;(-0.65%);2025-05-01
106;Welltower Inc.;WELL;0.20%;150.17;-2.43;(-1.59%);2025-05-01
107;Lam Research Corp;LRCX;0.19%;72.94;1.27;(1.77%);2025-05-01
108;Starbucks Corp;SBUX;0.19%;80.77;0.72;(0.89%);2025-05-01
109;Mckesson Corporation;MCK;0.19%;714.38;1.59;(0.22%);2025-05-01
110;Mondelez International, Inc. Class A;MDLZ;0.19%;67.75;-0.38;(-0.57%);2025-05-01
111;Intel Corp;INTC;0.18%;20.23;0.13;(0.66%);2025-05-01
112;Trane Technologies Plc;TT;0.18%;394.36;11.05;(2.88%);2025-05-01
113;Micron Technology, Inc.;MU;0.18%;78.76;1.81;(2.36%);2025-05-01
114;Waste Management, Inc.;WM;0.18%;233.34;-0.02;(-0.01%);2025-05-01
115;Arista Networks;ANET;0.18%;88.76;6.49;(7.89%);2025-05-01
116;Cvs Health Corporation;CVS;0.18%;70.89;4.18;(6.27%);2025-05-01
117;Equinix, Inc. Reit;EQIX;0.18%;862.63;1.88;(0.22%);2025-05-01
118;The Sherwin-Williams Company;SHW;0.17%;354.24;1.32;(0.38%);2025-05-01
119;Cadence Design Systems;CDNS;0.17%;302.37;4.63;(1.55%);2025-05-01
120;Arthur J. Gallagher & Co.;AJG;0.17%;318.81;-1.88;(-0.59%);2025-05-01
121;O'reilly Automotive, Inc.;ORLY;0.17%;1,404.81;-10.39;(-0.73%);2025-05-01
122;Transdigm Group Incorporated;TDG;0.17%;1,428.91;15.84;(1.12%);2025-05-01
123;Parker-Hannifin Corporation;PH;0.16%;612.18;7.12;(1.18%);2025-05-01
124;Kkr & Co. Inc.;KKR;0.16%;116.27;2.00;(1.75%);2025-05-01
125;Aon Plc Class A;AON;0.16%;353.62;-1.17;(-0.33%);2025-05-01
126;3m Company;MMM;0.16%;138.70;-0.22;(-0.15%);2025-05-01
127;Colgate-Palmolive Company;CL;0.16%;91.34;-0.85;(-0.92%);2025-05-01
128;Motorola Solutions, Inc.;MSI;0.16%;442.38;1.99;(0.45%);2025-05-01
129;Cintas Corp;CTAS;0.15%;210.18;-1.50;(-0.71%);2025-05-01
130;Williams Companies Inc.;WMB;0.15%;58.92;0.35;(0.59%);2025-05-01
131;Synopsys Inc;SNPS;0.15%;462.84;3.83;(0.83%);2025-05-01
132;Moody's Corporation;MCO;0.15%;455.01;1.88;(0.42%);2025-05-01
133;Zoetis Inc.;ZTS;0.15%;156.34;-0.06;(-0.04%);2025-05-01
134;Constellation Energy Corporation;CEG;0.15%;242.59;19.15;(8.57%);2025-05-01
135;United Parcel Service, Inc. Class B;UPS;0.15%;94.67;-0.63;(-0.66%);2025-05-01
136;General Dynamics Corporation;GD;0.15%;272.23;0.11;(0.04%);2025-05-01
137;Capital One Financial;COF;0.15%;181.20;0.94;(0.52%);2025-05-01
138;Chipotle Mexican Grill, Inc.;CMG;0.14%;50.49;-0.04;(-0.07%);2025-05-01
139;Nike, Inc.;NKE;0.14%;57.16;0.76;(1.35%);2025-05-01
140;Northrop Grumman Corp.;NOC;0.14%;484.10;-2.40;(-0.49%);2025-05-01
141;Fortinet, Inc.;FTNT;0.14%;105.42;1.66;(1.60%);2025-05-01
142;Doordash, Inc. Class A;DASH;0.14%;196.83;3.94;(2.04%);2025-05-01
143;Paypal Holdings, Inc.;PYPL;0.14%;65.69;-0.16;(-0.24%);2025-05-01
144;Illinois Tool Works Inc.;ITW;0.14%;240.99;1.08;(0.45%);2025-05-01
145;Pnc Financial Services Group;PNC;0.13%;161.44;0.75;(0.47%);2025-05-01
146;Ecolab, Inc.;ECL;0.13%;254.20;2.77;(1.10%);2025-05-01
147;Autozone, Inc.;AZO;0.13%;3,723.29;-39.31;(-1.04%);2025-05-01
148;Regeneron Pharmaceuticals Inc;REGN;0.13%;583.61;-15.15;(-2.53%);2025-05-01
149;U.S. Bancorp;USB;0.13%;40.65;0.30;(0.76%);2025-05-01
150;Eog Resources, Inc.;EOG;0.13%;111.97;1.64;(1.48%);2025-05-01
151;Hca Healthcare, Inc.;HCA;0.13%;345.43;0.35;(0.10%);2025-05-01
152;Apollo Global Management, Inc.;APO;0.13%;139.20;2.72;(1.99%);2025-05-01
153;Air Products & Chemicals, Inc.;APD;0.13%;272.87;1.78;(0.66%);2025-05-01
154;Roper Technologies, Inc.;ROP;0.13%;559.84;-0.24;(-0.04%);2025-05-01
155;Newmont Corporation;NEM;0.13%;51.41;-1.27;(-2.42%);2025-05-01
156;The Travelers Companies, Inc.;TRV;0.13%;262.85;-1.28;(-0.49%);2025-05-01
157;Becton, Dickinson and Co.;BDX;0.13%;176.31;-30.78;(-14.87%);2025-05-01
158;Emerson Electric Co.;EMR;0.13%;106.22;1.11;(1.05%);2025-05-01
159;Autodesk Inc;ADSK;0.12%;276.18;1.93;(0.70%);2025-05-01
160;American Electric Power Company, Inc.;AEP;0.12%;107.75;-0.59;(-0.55%);2025-05-01
161;Bank of New York Mellon Corporation;BK;0.12%;81.11;0.70;(0.87%);2025-05-01
162;Howmet Aerospace Inc.;HWM;0.12%;149.30;10.72;(7.74%);2025-05-01
163;Johnson Controls International Plc;JCI;0.12%;87.47;3.57;(4.26%);2025-05-01
164;Marriot International Class A;MAR;0.12%;244.78;6.20;(2.60%);2025-05-01
165;Hilton Worldwide Holdings Inc.;HLT;0.11%;234.26;8.78;(3.89%);2025-05-01
166;Csx Corporation;CSX;0.11%;28.09;0.02;(0.05%);2025-05-01
167;Aflac Inc.;AFL;0.11%;104.42;-4.26;(-3.92%);2025-05-01
168;Copart Inc;CPRT;0.11%;60.94;-0.09;(-0.14%);2025-05-01
169;Royal Caribbean Group;RCL;0.11%;224.23;9.32;(4.34%);2025-05-01
170;Airbnb, Inc. Class A;ABNB;0.11%;124.15;2.23;(1.83%);2025-05-01
171;The Allstate Corporation;ALL;0.11%;196.59;-1.80;(-0.91%);2025-05-01
172;Workday, Inc. Class A;WDAY;0.11%;248.88;3.88;(1.58%);2025-05-01
173;Freeport-Mcmoran Inc.;FCX;0.11%;36.42;0.39;(1.08%);2025-05-01
174;Oneok, Inc.;OKE;0.11%;80.87;-1.29;(-1.57%);2025-05-01
175;Republic Services Inc.;RSG;0.11%;249.84;-0.91;(-0.36%);2025-05-01
176;Kinder Morgan, Inc.;KMI;0.11%;26.33;0.02;(0.10%);2025-05-01
177;Digital Realty Trust, Inc.;DLR;0.11%;162.91;2.37;(1.47%);2025-05-01
178;Norfolk Southern Corp.;NSC;0.11%;221.91;-2.14;(-0.96%);2025-05-01
179;Cencora, Inc.;COR;0.11%;291.97;-0.70;(-0.24%);2025-05-01
180;Carrier Global Corporation;CARR;0.11%;69.62;7.07;(11.31%);2025-05-01
181;Truist Financial Corporation;TFC;0.11%;38.61;0.26;(0.69%);2025-05-01
182;Realty Income Corporation;O;0.11%;57.27;-0.59;(-1.03%);2025-05-01
183;Fair Isaac Corporation;FICO;0.10%;2,023.90;34.22;(1.72%);2025-05-01
184;American International Group, Inc.;AIG;0.10%;81.05;-0.47;(-0.57%);2025-05-01
185;Simon Property Group, Inc.;SPG;0.10%;158.98;1.60;(1.02%);2025-05-01
186;The Kroger Co.;KR;0.10%;72.37;0.16;(0.22%);2025-05-01
187;Public Storage;PSA;0.10%;300.15;-0.28;(-0.09%);2025-05-01
188;Paccar Inc;PCAR;0.10%;89.80;-0.41;(-0.46%);2025-05-01
189;Exelon Corporation;EXC;0.10%;46.65;-0.25;(-0.54%);2025-05-01
190;Paychex Inc;PAYX;0.10%;146.65;-0.47;(-0.32%);2025-05-01
191;Sempra;SRE;0.10%;74.39;0.12;(0.16%);2025-05-01
192;Nxp Semiconductors N.v.;NXPI;0.10%;184.85;0.54;(0.29%);2025-05-01
193;Fedex Corporation;FDX;0.10%;209.46;-0.87;(-0.41%);2025-05-01
194;Schlumberger Limited;SLB;0.10%;33.72;0.47;(1.40%);2025-05-01
195;Fastenal Co;FAST;0.10%;80.93;-0.04;(-0.04%);2025-05-01
196;Crown Castle Inc.;CCI;0.10%;106.25;0.49;(0.46%);2025-05-01
197;Discover Financial Services;DFS;0.10%;183.60;0.93;(0.51%);2025-05-01
198;Ross Stores Inc;ROST;0.10%;139.18;0.18;(0.13%);2025-05-01
199;Dominion Energy, Inc;D;0.10%;54.86;0.48;(0.88%);2025-05-01
200;W.W. Grainger, Inc.;GWW;0.10%;1,046.10;21.79;(2.13%);2025-05-01
201;Ameriprise Financial, Inc.;AMP;0.10%;474.47;3.45;(0.73%);2025-05-01
202;Kenvue Inc.;KVUE;0.10%;23.85;0.24;(1.04%);2025-05-01
203;General Motors Company;GM;0.10%;45.28;0.03;(0.08%);2025-05-01
204;Edwards Lifesciences Corp;EW;0.09%;75.71;0.22;(0.29%);2025-05-01
205;Axon Enterprise, Inc.;AXON;0.09%;625.42;12.12;(1.98%);2025-05-01
206;Target Corporation;TGT;0.09%;95.83;-0.87;(-0.90%);2025-05-01
207;Vistra Corp.;VST;0.09%;138.65;9.02;(6.96%);2025-05-01
208;Kimberly-Clark Corp.;KMB;0.09%;130.25;-1.53;(-1.16%);2025-05-01
209;Te Connectivity Plc;TEL;0.09%;147.88;1.50;(1.03%);2025-05-01
210;Metlife, Inc.;MET;0.09%;76.00;0.63;(0.83%);2025-05-01
211;Marathon Petroleum Corporation;MPC;0.09%;137.14;-0.27;(-0.20%);2025-05-01
212;Quanta Services, Inc.;PWR;0.09%;322.02;29.33;(10.02%);2025-05-01
213;Phillips 66;PSX;0.09%;103.63;-0.43;(-0.42%);2025-05-01
214;Corteva, Inc.;CTVA;0.09%;62.14;0.15;(0.25%);2025-05-01
215;Msci, Inc.;MSCI;0.09%;549.38;4.27;(0.78%);2025-05-01
216;Monster Beverage Corporation;MNST;0.09%;59.82;-0.30;(-0.50%);2025-05-01
217;Yum! Brands, Inc.;YUM;0.09%;148.09;-2.35;(-1.56%);2025-05-01
218;Verisk Analytics, Inc.;VRSK;0.09%;295.75;-0.68;(-0.23%);2025-05-01
219;Fidelity National Information Services, Inc.;FIS;0.09%;77.87;-1.01;(-1.28%);2025-05-01
220;L3harris Technologies, Inc.;LHX;0.09%;219.38;-0.65;(-0.29%);2025-05-01
221;Keurig Dr Pepper Inc.;KDP;0.09%;34.28;-0.32;(-0.91%);2025-05-01
222;United Rentals, Inc.;URI;0.09%;644.95;13.50;(2.14%);2025-05-01
223;Xcel Energy, Inc.;XEL;0.09%;70.71;0.01;(0.02%);2025-05-01
224;Cummins Inc.;CMI;0.09%;296.20;2.36;(0.80%);2025-05-01
225;Public Service Enterprise Group Incorporated;PEG;0.08%;78.76;-1.17;(-1.47%);2025-05-01
226;Ametek, Inc.;AME;0.08%;168.11;-1.48;(-0.87%);2025-05-01
227;Consolidated Edison, Inc.;ED;0.08%;112.86;0.11;(0.09%);2025-05-01
228;Ford Motor Company;F;0.08%;10.25;0.23;(2.35%);2025-05-01
229;Otis Worldwide Corporation;OTIS;0.08%;96.25;-0.02;(-0.02%);2025-05-01
230;Take-Two Interactive Software Inc;TTWO;0.08%;235.70;2.38;(1.02%);2025-05-01
231;Charter Comm Inc Del Cl a;CHTR;0.08%;384.41;-7.46;(-1.90%);2025-05-01
232;Targa Resources Corp.;TRGP;0.08%;161.68;-9.22;(-5.40%);2025-05-01
233;Valero Energy Corporation;VLO;0.08%;114.84;-1.25;(-1.07%);2025-05-01
234;Cognizant Technology Solutions;CTSH;0.08%;76.04;2.47;(3.36%);2025-05-01
235;Prudential Financial, Inc.;PRU;0.08%;101.97;-0.74;(-0.72%);2025-05-01
236;Pg&e Corporation;PCG;0.08%;16.63;0.11;(0.68%);2025-05-01
237;Cbre Group, Inc.;CBRE;0.08%;124.17;1.98;(1.62%);2025-05-01
238;D.R. Horton Inc.;DHI;0.08%;126.15;-0.19;(-0.15%);2025-05-01
239;Hess Corporation;HES;0.08%;129.94;0.89;(0.69%);2025-05-01
240;Entergy Corporation;ETR;0.08%;83.47;0.30;(0.36%);2025-05-01
241;Idexx Laboratories Inc;IDXX;0.08%;471.44;38.79;(8.97%);2025-05-01
242;The Hartford Insurance Group, Inc.;HIG;0.07%;122.84;0.17;(0.14%);2025-05-01
243;Baker Hughes Company;BKR;0.07%;36.11;0.71;(2.01%);2025-05-01
244;Sysco Corporation;SYY;0.07%;70.37;-1.04;(-1.45%);2025-05-01
245;Resmed Inc.;RMD;0.07%;236.91;0.31;(0.13%);2025-05-01
246;Wec Energy Group, Inc.;WEC;0.07%;108.90;-0.62;(-0.57%);2025-05-01
247;Vulcan Materials Company;VMC;0.07%;263.85;1.52;(0.58%);2025-05-01
248;Electronic Arts Inc;EA;0.07%;145.17;0.08;(0.06%);2025-05-01
249;Corning Incorporated;GLW;0.07%;44.98;0.60;(1.36%);2025-05-01
250;Cardinal Health, Inc.;CAH;0.07%;145.61;4.31;(3.05%);2025-05-01
251;Arch Capital Group Ltd;ACGL;0.07%;90.03;-0.65;(-0.71%);2025-05-01
252;Vici Properties Inc.;VICI;0.07%;31.47;-0.56;(-1.73%);2025-05-01
253;Ebay Inc;EBAY;0.07%;67.97;-0.19;(-0.28%);2025-05-01
254;Gartner, Inc.;IT;0.07%;423.61;2.53;(0.60%);2025-05-01
255;Equifax, Incorporated;EFX;0.07%;261.95;1.81;(0.70%);2025-05-01
256;Ge Healthcare Technologies Inc.;GEHC;0.07%;68.61;-1.72;(-2.45%);2025-05-01
257;Martin Marietta Materials;MLM;0.07%;527.45;3.47;(0.66%);2025-05-01
258;Humana Inc.;HUM;0.07%;260.50;-1.74;(-0.66%);2025-05-01
259;Wabtec Inc.;WAB;0.07%;187.47;2.73;(1.48%);2025-05-01
260;Nasdaq, Inc.;NDAQ;0.07%;76.55;0.34;(0.45%);2025-05-01
261;General Mills, Inc.;GIS;0.07%;55.67;-1.07;(-1.89%);2025-05-01
262;Costar Group Inc;CSGP;0.07%;76.22;2.05;(2.76%);2025-05-01
263;Extra Space Storage, Inc.;EXR;0.07%;148.44;1.92;(1.31%);2025-05-01
264;Willis Towers Watson Public Limited Companys;WTW;0.07%;308.41;0.61;(0.20%);2025-05-01
265;Agilent Technologies Inc.;A;0.06%;106.94;-0.66;(-0.61%);2025-05-01
266;Ventas, Inc.;VTR;0.06%;65.54;-4.55;(-6.49%);2025-05-01
267;Ingersoll Rand Inc.;IR;0.06%;76.88;1.45;(1.92%);2025-05-01
268;Lululemon Athletica Inc.;LULU;0.06%;270.78;0.00;(0.00%);2025-05-01
269;Avalonbay Communities, Inc.;AVB;0.06%;208.87;-1.11;(-0.53%);2025-05-01
270;Centene Corporation;CNC;0.06%;59.86;0.01;(0.02%);2025-05-01
271;Eqt Corp;EQT;0.06%;50.31;0.87;(1.77%);2025-05-01
272;Xylem Inc;XYL;0.06%;121.28;0.71;(0.59%);2025-05-01
273;Constellation Brands, Inc.;STZ;0.06%;186.31;-1.23;(-0.65%);2025-05-01
274;Old Dominion Freight Line;ODFL;0.06%;150.27;-3.01;(-1.96%);2025-05-01
275;Garmin Ltd;GRMN;0.06%;186.64;-0.24;(-0.13%);2025-05-01
276;American Water Works Company, Inc;AWK;0.06%;146.84;-0.17;(-0.12%);2025-05-01
277;Dell Technologies Inc.;DELL;0.06%;93.48;1.72;(1.87%);2025-05-01
278;Dte Energy Company;DTE;0.06%;136.10;-0.90;(-0.66%);2025-05-01
279;Broadridge Financial Solutions Inc;BR;0.06%;230.41;-11.99;(-4.95%);2025-05-01
280;Monolithic Power Systems, Inc.;MPWR;0.06%;610.31;17.21;(2.90%);2025-05-01
281;M&t Bank Corp.;MTB;0.06%;171.55;1.78;(1.05%);2025-05-01
282;Ansys Inc;ANSS;0.06%;321.54;-0.34;(-0.11%);2025-05-01
283;Nucor Corporation;NUE;0.06%;119.83;0.46;(0.38%);2025-05-01
284;Rockwell Automation, Inc.;ROK;0.06%;250.36;2.68;(1.08%);2025-05-01
285;Dexcom, Inc.;DXCM;0.06%;70.69;-0.69;(-0.97%);2025-05-01
286;Dupont De Nemours, Inc.;DD;0.06%;66.29;0.30;(0.46%);2025-05-01
287;Tractor Supply Co;TSCO;0.06%;50.09;-0.53;(-1.05%);2025-05-01
288;Ppl Corporation;PPL;0.06%;36.05;-0.45;(-1.25%);2025-05-01
289;Ameren Corporation;AEE;0.06%;98.29;-0.95;(-0.96%);2025-05-01
290;Delta Air Lines, Inc.;DAL;0.06%;41.74;0.11;(0.27%);2025-05-01
291;Occidental Petroleum Corporation;OXY;0.06%;40.27;0.86;(2.19%);2025-05-01
292;Godaddy Inc;GDDY;0.06%;192.99;4.66;(2.47%);2025-05-01
293;Iron Mountain Inc.;IRM;0.06%;92.88;3.21;(3.58%);2025-05-01
294;Brown & Brown, Inc.;BRO;0.06%;109.59;-1.01;(-0.91%);2025-05-01
295;Sba Communications Corp;SBAC;0.06%;240.77;-2.64;(-1.08%);2025-05-01
296;Iqvia Holdings Inc.;IQV;0.05%;152.09;-2.98;(-1.92%);2025-05-01
297;Atmos Energy Corporation;ATO;0.05%;160.36;-0.27;(-0.17%);2025-05-01
298;State Street Corporation;STT;0.05%;88.90;0.80;(0.91%);2025-05-01
299;The Kraft Heinz Company;KHC;0.05%;28.50;-0.60;(-2.07%);2025-05-01
300;Lennar Corporation Class A;LEN;0.05%;108.87;0.26;(0.24%);2025-05-01
301;Centerpoint Energy, Inc.;CNP;0.05%;38.54;-0.25;(-0.63%);2025-05-01
302;Ppg Industries, Inc.;PPG;0.05%;108.92;0.06;(0.05%);2025-05-01
303;Keysight Technologies, Inc.;KEYS;0.05%;146.41;1.01;(0.70%);2025-05-01
304;Raymond James Financial, Inc.;RJF;0.05%;137.77;0.72;(0.53%);2025-05-01
305;Microchip Technology Inc;MCHP;0.05%;46.56;0.48;(1.05%);2025-05-01
306;The Hershey Company;HSY;0.05%;165.96;-1.23;(-0.73%);2025-05-01
307;Diamondback Energy, Inc.;FANG;0.05%;134.18;2.17;(1.65%);2025-05-01
308;Church & Dwight Co., Inc.;CHD;0.05%;92.75;-6.59;(-6.64%);2025-05-01
309;Texas Pacific Land Corporation;TPL;0.05%;1,307.53;18.66;(1.45%);2025-05-01
310;Fifth Third Bancorp;FITB;0.05%;36.22;0.28;(0.77%);2025-05-01
311;International Paper Co.;IP;0.05%;43.93;-1.75;(-3.84%);2025-05-01
312;Hp Inc.;HPQ;0.05%;25.53;-0.05;(-0.18%);2025-05-01
313;Equity Residential;EQR;0.05%;70.57;0.31;(0.44%);2025-05-01
314;Fortive Corporation;FTV;0.05%;66.60;-3.09;(-4.43%);2025-05-01
