#;Company;Symbol;Weight;Price;Chg;% Chg;Date
123;Northrop Grumman Corp.;NOC;0.17%;455.78;-75.56;(-14.22%);2025-04-22
124;United Parcel Service, Inc. Class B;UPS;0.16%;96.76;0.51;(0.53%);2025-04-22
125;Parker-Hannifin Corporation;PH;0.16%;565.95;18.66;(3.41%);2025-04-22
126;Arista Networks;ANET;0.16%;68.66;0.99;(1.47%);2025-04-22
127;General Dynamics Corporation;GD;0.16%;273.13;-0.05;(-0.02%);2025-04-22
128;Cadence Design Systems;CDNS;0.16%;257.64;6.08;(2.42%);2025-04-22
129;Motorola Solutions, Inc.;MSI;0.16%;419.14;6.79;(1.65%);2025-04-22
130;Williams Companies Inc.;WMB;0.16%;57.85;1.41;(2.50%);2025-04-22
131;Cintas Corp;CTAS;0.16%;204.78;4.37;(2.18%);2025-04-22
132;3m Company;MMM;0.16%;136.82;10.73;(8.51%);2025-04-22
133;Nike, Inc.;NKE;0.15%;57.16;1.04;(1.85%);2025-04-22
134;Kkr & Co. Inc.;KKR;0.15%;102.28;4.33;(4.42%);2025-04-22
135;Zoetis Inc.;ZTS;0.15%;149.68;2.83;(1.93%);2025-04-22
136;Moody's Corporation;MCO;0.15%;427.60;14.30;(3.46%);2025-04-22
137;Chipotle Mexican Grill, Inc.;CMG;0.14%;46.83;0.30;(0.65%);2025-04-22
138;Capital One Financial;COF;0.14%;170.34;5.18;(3.13%);2025-04-22
139;Newmont Corporation;NEM;0.14%;54.82;-0.39;(-0.70%);2025-04-22
140;Synopsys Inc;SNPS;0.14%;412.87;10.50;(2.61%);2025-04-22
141;Eog Resources, Inc.;EOG;0.14%;111.38;2.27;(2.08%);2025-04-22
142;Illinois Tool Works Inc.;ITW;0.14%;235.44;7.83;(3.44%);2025-04-22
143;Constellation Energy Corporation;CEG;0.14%;200.94;8.33;(4.32%);2025-04-22
144;Autozone, Inc.;AZO;0.14%;3,654.39;85.15;(2.39%);2025-04-22
145;Paypal Holdings, Inc.;PYPL;0.14%;61.45;1.16;(1.93%);2025-04-22
146;Pnc Financial Services Group;PNC;0.14%;154.02;3.89;(2.59%);2025-04-22
147;Regeneron Pharmaceuticals Inc;REGN;0.14%;584.30;22.81;(4.06%);2025-04-22
148;Fortinet, Inc.;FTNT;0.13%;94.26;1.54;(1.67%);2025-04-22
149;U.S. Bancorp;USB;0.13%;38.89;1.08;(2.87%);2025-04-22
150;Ecolab, Inc.;ECL;0.13%;235.85;4.34;(1.88%);2025-04-22
151;Doordash, Inc. Class A;DASH;0.13%;177.14;5.32;(3.10%);2025-04-22
152;Roper Technologies, Inc.;ROP;0.13%;549.99;10.72;(1.99%);2025-04-22
153;Air Products & Chemicals, Inc.;APD;0.13%;265.30;7.72;(3.00%);2025-04-22
154;Hca Healthcare, Inc.;HCA;0.13%;321.83;4.22;(1.33%);2025-04-22
155;The Travelers Companies, Inc.;TRV;0.13%;260.25;10.66;(4.27%);2025-04-22
156;Becton, Dickinson and Co.;BDX;0.13%;199.02;2.40;(1.22%);2025-04-22
157;American Electric Power Company, Inc.;AEP;0.13%;107.65;2.11;(2.00%);2025-04-22
158;Autodesk Inc;ADSK;0.13%;260.71;6.44;(2.53%);2025-04-22
159;Emerson Electric Co.;EMR;0.12%;99.70;3.28;(3.40%);2025-04-22
160;Apollo Global Management, Inc.;APO;0.12%;123.33;3.70;(3.09%);2025-04-22
161;Bank of New York Mellon Corporation;BK;0.12%;76.19;2.15;(2.91%);2025-04-22
162;Csx Corporation;CSX;0.12%;27.67;0.21;(0.75%);2025-04-22
163;Aflac Inc.;AFL;0.12%;107.89;2.92;(2.78%);2025-04-22
164;Copart Inc;CPRT;0.12%;60.19;1.46;(2.49%);2025-04-22
165;Oneok, Inc.;OKE;0.12%;83.76;1.94;(2.37%);2025-04-22
166;Realty Income Corporation;O;0.12%;58.46;0.50;(0.86%);2025-04-22
167;Kinder Morgan, Inc.;KMI;0.11%;26.52;0.73;(2.81%);2025-04-22
168;Norfolk Southern Corp.;NSC;0.11%;219.63;0.69;(0.31%);2025-04-22
169;The Allstate Corporation;ALL;0.11%;192.92;5.97;(3.19%);2025-04-22
170;Marriot International Class A;MAR;0.11%;219.57;3.88;(1.80%);2025-04-22
171;Hilton Worldwide Holdings Inc.;HLT;0.11%;209.66;5.07;(2.48%);2025-04-22
172;Johnson Controls International Plc;JCI;0.11%;76.70;2.25;(3.02%);2025-04-22
173;Cencora, Inc.;COR;0.11%;283.83;2.67;(0.95%);2025-04-22
174;Schlumberger Limited;SLB;0.11%;34.55;-0.07;(-0.21%);2025-04-22
175;Howmet Aerospace Inc.;HWM;0.11%;124.08;4.61;(3.86%);2025-04-22
176;Republic Services Inc.;RSG;0.11%;241.23;2.86;(1.20%);2025-04-22
177;Airbnb, Inc. Class A;ABNB;0.11%;114.69;3.08;(2.76%);2025-04-22
178;The Kroger Co.;KR;0.11%;72.70;0.39;(0.54%);2025-04-22
179;Freeport-Mcmoran Inc.;FCX;0.11%;34.29;1.34;(4.08%);2025-04-22
180;American International Group, Inc.;AIG;0.11%;81.20;1.82;(2.29%);2025-04-22
181;Carrier Global Corporation;CARR;0.11%;59.47;1.29;(2.22%);2025-04-22
182;Royal Caribbean Group;RCL;0.11%;199.24;9.73;(5.13%);2025-04-22
183;Exelon Corporation;EXC;0.11%;47.19;0.96;(2.07%);2025-04-22
184;Truist Financial Corporation;TFC;0.11%;36.22;0.91;(2.56%);2025-04-22
185;Kimberly-Clark Corp.;KMB;0.11%;136.99;-3.08;(-2.20%);2025-04-22
186;Digital Realty Trust, Inc.;DLR;0.11%;148.87;2.53;(1.73%);2025-04-22
187;Fastenal Co;FAST;0.11%;81.15;0.85;(1.06%);2025-04-22
188;Workday, Inc. Class A;WDAY;0.10%;220.12;6.02;(2.81%);2025-04-22
189;Paccar Inc;PCAR;0.10%;88.43;1.14;(1.30%);2025-04-22
190;Fedex Corporation;FDX;0.10%;206.56;1.44;(0.70%);2025-04-22
191;Public Storage;PSA;0.10%;296.13;8.57;(2.98%);2025-04-22
192;Simon Property Group, Inc.;SPG;0.10%;150.26;3.06;(2.08%);2025-04-22
193;Paychex Inc;PAYX;0.10%;142.65;2.26;(1.61%);2025-04-22
194;Ross Stores Inc;ROST;0.10%;138.44;2.95;(2.18%);2025-04-22
195;Sempra;SRE;0.10%;71.84;1.38;(1.95%);2025-04-22
196;Crown Castle Inc.;CCI;0.10%;103.96;1.83;(1.79%);2025-04-22
197;Fair Isaac Corporation;FICO;0.10%;1,866.40;50.32;(2.77%);2025-04-22
198;General Motors Company;GM;0.10%;45.29;0.90;(2.03%);2025-04-22
199;Dominion Energy, Inc;D;0.10%;53.06;0.99;(1.91%);2025-04-22
200;Nxp Semiconductors N.v.;NXPI;0.10%;174.47;2.97;(1.73%);2025-04-22
201;Ameriprise Financial, Inc.;AMP;0.10%;467.08;15.93;(3.53%);2025-04-22
202;W.W. Grainger, Inc.;GWW;0.10%;995.28;16.50;(1.69%);2025-04-22
203;Target Corporation;TGT;0.10%;93.66;-0.12;(-0.13%);2025-04-22
204;Kenvue Inc.;KVUE;0.10%;23.11;0.84;(3.76%);2025-04-22
205;Keurig Dr Pepper Inc.;KDP;0.10%;35.31;-0.00;(-0.01%);2025-04-22
206;Discover Financial Services;DFS;0.09%;172.33;7.02;(4.25%);2025-04-22
207;Msci, Inc.;MSCI;0.09%;536.82;3.34;(0.63%);2025-04-22
208;Edwards Lifesciences Corp;EW;0.09%;70.69;1.49;(2.16%);2025-04-22
209;Metlife, Inc.;MET;0.09%;72.86;2.46;(3.49%);2025-04-22
210;Monster Beverage Corporation;MNST;0.09%;59.03;1.02;(1.76%);2025-04-22
211;Corteva, Inc.;CTVA;0.09%;60.59;1.47;(2.49%);2025-04-22
212;Fidelity National Information Services, Inc.;FIS;0.09%;78.92;2.55;(3.34%);2025-04-22
213;L3harris Technologies, Inc.;LHX;0.09%;213.88;-0.25;(-0.11%);2025-04-22
214;Verisk Analytics, Inc.;VRSK;0.09%;291.81;7.46;(2.62%);2025-04-22
215;Phillips 66;PSX;0.09%;100.23;3.22;(3.32%);2025-04-22
216;Marathon Petroleum Corporation;MPC;0.09%;131.00;4.28;(3.38%);2025-04-22
217;Public Service Enterprise Group Incorporated;PEG;0.09%;81.82;1.57;(1.96%);2025-04-22
218;Xcel Energy, Inc.;XEL;0.09%;70.88;1.91;(2.77%);2025-04-22
219;Axon Enterprise, Inc.;AXON;0.09%;554.81;12.88;(2.38%);2025-04-22
220;Yum! Brands, Inc.;YUM;0.09%;144.22;3.71;(2.64%);2025-04-22
221;Consolidated Edison, Inc.;ED;0.09%;112.56;1.60;(1.44%);2025-04-22
222;Otis Worldwide Corporation;OTIS;0.09%;98.95;1.90;(1.96%);2025-04-22
223;Te Connectivity Plc;TEL;0.09%;133.11;4.35;(3.38%);2025-04-22
224;Cummins Inc.;CMI;0.09%;278.25;4.04;(1.47%);2025-04-22
225;Baker Hughes Company;BKR;0.09%;38.33;0.53;(1.39%);2025-04-22
226;Quanta Services, Inc.;PWR;0.09%;261.71;7.94;(3.13%);2025-04-22
227;United Rentals, Inc.;URI;0.09%;575.54;4.94;(0.87%);2025-04-22
228;Ford Motor Company;F;0.08%;9.63;0.15;(1.64%);2025-04-22
229;Pg&e Corporation;PCG;0.08%;17.35;0.50;(3.00%);2025-04-22
230;Vistra Corp.;VST;0.08%;113.24;6.72;(6.30%);2025-04-22
231;Ametek, Inc.;AME;0.08%;159.20;3.95;(2.54%);2025-04-22
232;Targa Resources Corp.;TRGP;0.08%;170.53;5.99;(3.64%);2025-04-22
233;Sysco Corporation;SYY;0.08%;73.25;1.81;(2.53%);2025-04-22
234;Hess Corporation;HES;0.08%;130.02;3.70;(2.93%);2025-04-22
235;Entergy Corporation;ETR;0.08%;82.89;2.38;(2.96%);2025-04-22
236;Valero Energy Corporation;VLO;0.08%;112.09;3.25;(2.99%);2025-04-22
237;Prudential Financial, Inc.;PRU;0.08%;100.12;3.25;(3.36%);2025-04-22
238;D.R. Horton Inc.;DHI;0.08%;125.00;4.24;(3.51%);2025-04-22
239;Cbre Group, Inc.;CBRE;0.08%;117.91;2.35;(2.04%);2025-04-22
240;Vici Properties Inc.;VICI;0.08%;32.90;0.75;(2.32%);2025-04-22
241;Wec Energy Group, Inc.;WEC;0.08%;108.56;1.60;(1.50%);2025-04-22
242;Cognizant Technology Solutions;CTSH;0.08%;69.42;1.36;(1.99%);2025-04-22
243;Arch Capital Group Ltd;ACGL;0.08%;92.31;2.52;(2.81%);2025-04-22
244;Electronic Arts Inc;EA;0.08%;145.28;3.35;(2.36%);2025-04-22
245;Take-Two Interactive Software Inc;TTWO;0.08%;209.97;4.81;(2.34%);2025-04-22
246;Idexx Laboratories Inc;IDXX;0.08%;420.75;14.10;(3.47%);2025-04-22
247;The Hartford Insurance Group, Inc.;HIG;0.08%;118.33;4.11;(3.59%);2025-04-22
248;Costar Group Inc;CSGP;0.07%;80.06;2.25;(2.89%);2025-04-22
249;General Mills, Inc.;GIS;0.07%;57.75;0.08;(0.14%);2025-04-22
250;Cardinal Health, Inc.;CAH;0.07%;133.33;2.16;(1.65%);2025-04-22
251;Willis Towers Watson Public Limited Companys;WTW;0.07%;324.76;9.00;(2.85%);2025-04-22
252;Ebay Inc;EBAY;0.07%;67.04;1.41;(2.15%);2025-04-22
253;Corning Incorporated;GLW;0.07%;41.82;1.12;(2.75%);2025-04-22
254;Charter Comm Inc Del Cl a;CHTR;0.07%;329.62;7.19;(2.23%);2025-04-22
255;Resmed Inc.;RMD;0.07%;214.08;3.20;(1.52%);2025-04-22
256;Vulcan Materials Company;VMC;0.07%;240.77;6.60;(2.82%);2025-04-22
257;Gartner, Inc.;IT;0.07%;398.71;6.24;(1.59%);2025-04-22
258;Martin Marietta Materials;MLM;0.07%;490.88;5.81;(1.20%);2025-04-22
259;Humana Inc.;HUM;0.07%;254.37;8.46;(3.44%);2025-04-22
260;Extra Space Storage, Inc.;EXR;0.07%;141.80;3.60;(2.61%);2025-04-22
261;Nasdaq, Inc.;NDAQ;0.07%;72.35;1.69;(2.40%);2025-04-22
262;Ventas, Inc.;VTR;0.07%;68.16;1.35;(2.02%);2025-04-22
263;Constellation Brands, Inc.;STZ;0.07%;188.13;0.87;(0.46%);2025-04-22
264;Centene Corporation;CNC;0.07%;59.45;1.44;(2.48%);2025-04-22
265;Garmin Ltd;GRMN;0.07%;191.50;4.66;(2.50%);2025-04-22
266;American Water Works Company, Inc;AWK;0.07%;148.31;1.18;(0.80%);2025-04-22
267;Avalonbay Communities, Inc.;AVB;0.07%;206.35;4.56;(2.26%);2025-04-22
268;Agilent Technologies Inc.;A;0.07%;102.73;2.47;(2.47%);2025-04-22
269;Wabtec Inc.;WAB;0.07%;171.80;4.73;(2.83%);2025-04-22
270;Lululemon Athletica Inc.;LULU;0.07%;263.24;9.33;(3.68%);2025-04-22
271;Eqt Corp;EQT;0.06%;48.42;0.74;(1.56%);2025-04-22
272;Old Dominion Freight Line;ODFL;0.06%;151.28;1.41;(0.94%);2025-04-22
273;Ingersoll Rand Inc.;IR;0.06%;72.44;2.72;(3.91%);2025-04-22
274;Ge Healthcare Technologies Inc.;GEHC;0.06%;61.83;1.35;(2.24%);2025-04-22
275;Dte Energy Company;DTE;0.06%;135.22;3.44;(2.61%);2025-04-22
276;Brown & Brown, Inc.;BRO;0.06%;117.01;3.59;(3.16%);2025-04-22
277;Equifax, Incorporated;EFX;0.06%;245.10;29.81;(13.84%);2025-04-22
278;Broadridge Financial Solutions Inc;BR;0.06%;233.64;5.55;(2.44%);2025-04-22
279;Tractor Supply Co;TSCO;0.06%;50.40;0.81;(1.63%);2025-04-22
280;Xylem Inc;XYL;0.06%;111.50;2.98;(2.74%);2025-04-22
281;Occidental Petroleum Corporation;OXY;0.06%;39.99;0.97;(2.49%);2025-04-22
282;The Kraft Heinz Company;KHC;0.06%;30.10;0.16;(0.52%);2025-04-22
283;Ppl Corporation;PPL;0.06%;36.11;0.79;(2.25%);2025-04-22
284;Ansys Inc;ANSS;0.06%;302.42;4.48;(1.50%);2025-04-22
285;Ameren Corporation;AEE;0.06%;99.09;2.60;(2.70%);2025-04-22
286;M&t Bank Corp.;MTB;0.06%;161.72;4.95;(3.16%);2025-04-22
287;Dexcom, Inc.;DXCM;0.06%;66.50;0.39;(0.59%);2025-04-22
288;Rockwell Automation, Inc.;ROK;0.06%;233.15;6.22;(2.74%);2025-04-22
289;Dell Technologies Inc.;DELL;0.06%;84.20;1.81;(2.20%);2025-04-22
290;Delta Air Lines, Inc.;DAL;0.06%;40.36;0.89;(2.25%);2025-04-22
291;Church & Dwight Co., Inc.;CHD;0.06%;103.19;0.05;(0.05%);2025-04-22
292;Dupont De Nemours, Inc.;DD;0.06%;61.93;1.82;(3.03%);2025-04-22
293;Nucor Corporation;NUE;0.06%;108.83;2.16;(2.03%);2025-04-22
294;Atmos Energy Corporation;ATO;0.06%;159.54;3.00;(1.91%);2025-04-22
295;Diamondback Energy, Inc.;FANG;0.06%;136.40;4.05;(3.06%);2025-04-22
296;The Hershey Company;HSY;0.06%;166.87;0.40;(0.24%);2025-04-22
297;Monolithic Power Systems, Inc.;MPWR;0.06%;515.06;6.86;(1.35%);2025-04-22
298;Lennar Corporation Class A;LEN;0.06%;107.74;4.03;(3.88%);2025-04-22
299;Sba Communications Corp;SBAC;0.06%;229.30;3.74;(1.66%);2025-04-22
300;Iron Mountain Inc.;IRM;0.05%;83.29;1.67;(2.05%);2025-04-22
301;Raymond James Financial, Inc.;RJF;0.05%;134.30;3.46;(2.64%);2025-04-22
302;Centerpoint Energy, Inc.;CNP;0.05%;37.10;0.61;(1.68%);2025-04-22
303;Tyler Technologies, Inc.;TYL;0.05%;563.78;8.25;(1.48%);2025-04-22
304;International Paper Co.;IP;0.05%;46.25;1.19;(2.63%);2025-04-22
305;Iqvia Holdings Inc.;IQV;0.05%;142.83;1.61;(1.14%);2025-04-22
306;Texas Pacific Land Corporation;TPL;0.05%;1,305.24;56.27;(4.51%);2025-04-22
307;State Street Corporation;STT;0.05%;83.83;3.20;(3.97%);2025-04-22
308;Godaddy Inc;GDDY;0.05%;169.47;4.26;(2.58%);2025-04-22
309;Darden Restaurants, Inc.;DRI;0.05%;201.70;4.63;(2.35%);2025-04-22
310;Ppg Industries, Inc.;PPG;0.05%;101.62;2.22;(2.23%);2025-04-22
311;Archer Daniels Midland Company;ADM;0.05%;48.51;0.41;(0.86%);2025-04-22
312;Equity Residential;EQR;0.05%;68.91;1.41;(2.09%);2025-04-22
313;Keysight Technologies, Inc.;KEYS;0.05%;135.31;3.43;(2.60%);2025-04-22
314;Cboe Global Markets, Inc.;CBOE;0.05%;213.92;-0.47;(-0.22%);2025-04-22
315;Fifth Third Bancorp;FITB;0.05%;34.47;1.15;(3.44%);2025-04-22
316;Hp Inc.;HPQ;0.05%;24.19;0.44;(1.84%);2025-04-22
317;Kellanova;K;0.05%;82.52;0.11;(0.13%);2025-04-22
318;Fortive Corporation;FTV;0.05%;65.76;1.76;(2.75%);2025-04-22
319;Dover Corporation;DOV;0.05%;163.27;5.25;(3.32%);2025-04-22
320;Edison International;EIX;0.05%;57.34;1.53;(2.74%);2025-04-22
